#Frequency 	Total
285.8		0.001
285.9		0.001
286.0		0.001
286.1		0.001
286.2		0.001
286.3		0.001
286.4		0.001
286.5		0.001
286.6		0.001
286.7		0.001
286.8		0.001
286.9		0.001
287.0		0.001
287.1		0.001
287.2		0.001
287.3		0.001
287.4		0.001
287.5		0.001
287.6		0.001
287.7		0.001
287.8		0.001
287.9		0.001
288.0		0.001
288.1		0.001
288.2		0.001
288.3		0.001
288.4		0.001
288.5		0.001
288.6		0.001
288.7		0.001
288.8		0.001
288.9		0.001
289.0		0.001
289.1		0.001
289.2		0.001
289.3		0.001
289.4		0.001
289.5		0.001
289.6		0.001
289.7		0.001
289.8		0.001
289.9		0.001
290.0		0.001
290.1		0.001
290.2		0.001
290.3		0.001
290.4		0.001
290.5		0.001
290.6		0.001
290.7		0.001
290.8		0.001
290.9		0.001
291.0		0.001
291.1		0.001
291.2		0.001
291.3		0.001
291.4		0.001
291.5		0.001
291.6		0.001
291.7		0.001
291.8		0.001
291.9		0.001
292.0		0.001
292.1		0.001
292.2		0.001
292.3		0.001
292.4		0.001
292.5		0.001
292.6		0.001
292.7		0.001
292.8		0.001
292.9		0.001
293.0		0.001
293.1		0.001
293.2		0.001
293.3		0.001
293.4		0.001
293.5		0.001
293.6		0.001
293.7		0.001
293.8		0.001
293.9		0.001
294.0		0.001
294.1		0.001
294.2		0.001
294.3		0.002
294.4		0.002
294.5		0.002
294.6		0.002
294.7		0.002
294.8		0.002
294.9		0.002
295.0		0.002
295.1		0.002
295.2		0.002
295.3		0.002
295.4		0.002
295.5		0.002
295.6		0.002
295.7		0.002
295.8		0.002
295.9		0.002
296.0		0.002
296.1		0.002
296.2		0.002
296.3		0.002
296.4		0.002
296.5		0.002
296.6		0.002
296.7		0.002
296.8		0.002
296.9		0.002
297.0		0.002
297.1		0.002
297.2		0.002
297.3		0.002
297.4		0.002
297.5		0.002
297.6		0.002
297.7		0.002
297.8		0.002
297.9		0.002
298.0		0.002
298.1		0.002
298.2		0.002
298.3		0.002
298.4		0.002
298.5		0.003
298.6		0.003
298.7		0.003
298.8		0.003
298.9		0.003
299.0		0.003
299.1		0.003
299.2		0.003
299.3		0.003
299.4		0.003
299.5		0.003
299.6		0.003
299.7		0.003
299.8		0.003
299.9		0.003
300.0		0.003
300.1		0.003
300.2		0.003
300.3		0.003
300.4		0.003
300.5		0.003
300.6		0.003
300.7		0.003
300.8		0.003
300.9		0.003
301.0		0.003
301.1		0.004
301.2		0.004
301.3		0.004
301.4		0.004
301.5		0.004
301.6		0.004
301.7		0.004
301.8		0.004
301.9		0.004
302.0		0.004
302.1		0.004
302.2		0.004
302.3		0.004
302.4		0.004
302.5		0.004
302.6		0.004
302.7		0.004
302.8		0.004
302.9		0.004
303.0		0.005
303.1		0.005
303.2		0.005
303.3		0.005
303.4		0.005
303.5		0.005
303.6		0.005
303.7		0.005
303.8		0.005
303.9		0.005
304.0		0.005
304.1		0.005
304.2		0.005
304.3		0.005
304.4		0.005
304.5		0.005
304.6		0.005
304.7		0.005
304.8		0.005
304.9		0.006
305.0		0.006
305.1		0.006
305.2		0.006
305.3		0.006
305.4		0.006
305.5		0.006
305.6		0.006
305.7		0.006
305.8		0.006
305.9		0.006
306.0		0.006
306.1		0.007
306.2		0.007
306.3		0.007
306.4		0.007
306.5		0.007
306.6		0.007
306.7		0.007
306.8		0.007
306.9		0.007
307.0		0.007
307.1		0.008
307.2		0.008
307.3		0.008
307.4		0.008
307.5		0.008
307.6		0.008
307.7		0.008
307.8		0.008
307.9		0.008
308.0		0.008
308.1		0.009
308.2		0.009
308.3		0.009
308.4		0.009
308.5		0.009
308.6		0.009
308.7		0.009
308.8		0.009
308.9		0.009
309.0		0.010
309.1		0.010
309.2		0.010
309.3		0.010
309.4		0.010
309.5		0.011
309.6		0.011
309.7		0.011
309.8		0.011
309.9		0.011
310.0		0.011
310.1		0.012
310.2		0.012
310.3		0.012
310.4		0.012
310.5		0.012
310.6		0.012
310.7		0.013
310.8		0.013
310.9		0.013
311.0		0.013
311.1		0.013
311.2		0.013
311.3		0.014
311.4		0.014
311.5		0.014
311.6		0.014
311.7		0.014
311.8		0.014
311.9		0.014
312.0		0.015
312.1		0.015
312.2		0.015
312.3		0.015
312.4		0.015
312.5		0.016
312.6		0.016
312.7		0.016
312.8		0.016
312.9		0.016
313.0		0.016
313.1		0.017
313.2		0.017
313.3		0.017
313.4		0.017
313.5		0.017
313.6		0.018
313.7		0.018
313.8		0.018
313.9		0.019
314.0		0.019
314.1		0.019
314.2		0.020
314.3		0.020
314.4		0.020
314.5		0.020
314.6		0.021
314.7		0.021
314.8		0.021
314.9		0.022
315.0		0.022
315.1		0.022
315.2		0.023
315.3		0.023
315.4		0.023
315.5		0.024
315.6		0.024
315.7		0.024
315.8		0.025
315.9		0.025
316.0		0.025
316.1		0.026
316.2		0.026
316.3		0.026
316.4		0.027
316.5		0.027
316.6		0.027
316.7		0.028
316.8		0.028
316.9		0.029
317.0		0.029
317.1		0.030
317.2		0.030
317.3		0.030
317.4		0.031
317.5		0.031
317.6		0.032
317.7		0.032
317.8		0.033
317.9		0.033
318.0		0.033
318.1		0.034
318.2		0.034
318.3		0.035
318.4		0.036
318.5		0.036
318.6		0.037
318.7		0.037
318.8		0.038
318.9		0.039
319.0		0.039
319.1		0.040
319.2		0.040
319.3		0.041
319.4		0.042
319.5		0.042
319.6		0.043
319.7		0.043
319.8		0.044
