#Lambda Flux(Jy)
1.429	0.17238
1.430	0.42738
1.431	0.26661
1.432	0.16449
1.433	0.34830
1.434	0.46802
1.435	0.14444
1.436	0.06166
1.437	0.21035
1.438	0.05458
1.439	-0.54977
1.440	-0.12383
1.441	0.49265
1.442	-0.02293
1.443	-0.23636
1.444	0.15025
1.445	-0.15759
1.446	-0.11263
1.447	0.06034
1.448	0.30107
1.449	-0.02065
1.450	0.60045
1.451	-0.05300
1.452	0.14705
1.453	-0.04246
1.454	0.29768
1.455	0.11809
1.456	0.19296
1.457	-0.22983
1.458	-0.20519
1.459	0.06549
1.460	0.30419
1.461	-0.51199
1.462	-1.48578
1.463	0.31722
1.464	0.53206
1.465	0.84138
1.466	0.56607
1.467	0.42133
1.468	0.04452
1.469	0.36248
1.470	-0.10882
1.471	-0.12782
1.472	0.04965
1.473	-0.02279
1.474	0.05235
1.475	0.35864
1.476	0.23333
1.477	0.14056
1.478	0.49621
1.479	0.80344
1.480	0.58461
1.481	0.59698
1.482	0.89795
1.483	-0.17677
1.484	0.40438
1.485	-0.03078
1.486	-0.11325
1.487	-0.05426
1.488	-0.12151
1.489	0.02852
1.490	0.04043
1.491	-0.04664
1.492	0.03423
1.493	0.08912
1.494	0.05408
1.495	0.03536
1.496	0.40532
1.497	0.15830
1.498	-0.36820
1.499	0.13880
1.500	0.65750
1.501	0.18868
1.502	-0.20299
1.503	-0.08258
1.504	0.15822
1.505	-0.01987
1.506	-0.18410
1.507	0.72873
1.508	0.62388
1.509	-0.08760
1.510	-0.22541
1.511	0.19301
1.512	0.36052
1.513	0.25053
1.514	0.42524
1.515	-0.20354
1.516	0.05532
1.517	-0.07053
1.518	0.02500
1.519	0.14155
1.520	0.13788
1.521	0.50102
1.522	0.15871
1.523	0.32559
1.524	-0.10623
1.525	-0.23846
1.526	-0.27035
1.527	0.08268
1.528	0.05693
1.529	0.15671
1.530	-1.13389
1.531	0.20809
1.532	0.23291
1.533	0.07679
1.534	0.21066
1.535	0.07307
1.536	0.41885
1.537	0.41482
1.538	0.58967
1.539	-0.13999
1.540	-0.21581
1.541	0.08596
1.542	0.42915
1.543	-0.04820
1.544	0.26201
1.545	0.41228
1.546	0.75114
1.547	-0.28018
1.548	-0.08926
1.549	0.66822
1.550	0.38314
1.551	0.61294
1.552	0.44683
1.553	0.17195
1.554	0.31766
1.555	0.35704
1.556	0.25429
1.557	0.29529
1.558	0.64617
1.559	0.44528
1.560	0.16503
1.561	-0.39495
1.562	-0.20191
1.563	0.06388
1.564	0.15886
1.565	0.19220
1.566	-0.23769
1.567	-0.35654
1.568	0.15646
1.569	-0.04818
1.570	-0.08844
1.571	0.16786
1.572	-0.18063
1.573	-0.26847
1.574	-0.08505
1.575	0.31299
1.576	0.08692
1.577	0.03434
1.578	0.02482
1.579	-0.00143
1.580	-0.09707
1.581	0.14685
1.582	0.30801
1.583	0.07683
1.584	0.03584
1.585	0.06356
1.586	0.09845
1.587	-0.05672
1.588	-0.18073
1.589	-0.36073
1.590	-0.27271
1.591	0.09181
1.592	0.00648
1.593	0.01380
1.594	-0.30494
1.595	-0.03631
1.596	0.24634
1.597	0.02575
1.598	0.03690
1.599	-0.09412
1.600	0.25475
1.601	0.42953
1.602	-0.05456
1.603	0.18090
1.604	-0.13002
1.605	-0.09818
1.606	0.03928
1.607	0.06635
1.608	-0.11896
1.609	-0.28771
1.610	-0.06754
1.611	-0.07181
1.612	0.04701
1.613	0.00399
1.614	-0.02533
1.615	0.22373
1.616	0.29635
1.617	0.15322
1.618	0.00536
1.619	0.11514
1.620	0.26057
1.621	0.12996
1.622	-0.01515
1.623	-0.02619
1.624	0.13181
1.625	-0.01124
1.626	-0.17251
1.627	-0.06681
1.628	0.03181
1.629	0.22707
1.630	-0.08548
1.631	0.09697
1.632	0.32256
1.633	0.30339
1.634	0.19780
1.635	0.17400
1.636	0.12418
1.637	-0.00534
1.638	0.19585
1.639	0.12453
1.640	-0.02906
1.641	0.25897
1.642	0.40068
1.643	-0.05385
1.644	0.09756
1.645	-0.48129
1.646	-0.11615
1.647	-0.22420
1.648	-0.05246
1.649	0.01164
1.650	0.08149
1.651	0.05211
1.652	-0.00642
1.653	-0.07954
