#Lambda	Flux
5.997	0.02956
5.998	0.02833
5.999	0.02734
6.000	0.02662
6.001	0.02607
6.002	0.02568
6.003	0.02544
6.004	0.02540
6.005	0.02547
6.006	0.02553
6.007	0.02559
6.008	0.02568
6.009	0.02574
6.010	0.02574
6.011	0.02566
6.012	0.02554
6.013	0.02544
6.014	0.02535
6.015	0.02526
6.016	0.02519
6.017	0.02515
6.018	0.02516
6.019	0.02519
6.020	0.02524
6.021	0.02531
6.022	0.02538
6.023	0.02547
6.024	0.02559
6.025	0.02575
6.026	0.02594
6.027	0.02617
6.028	0.02645
6.029	0.02678
6.030	0.02716
6.031	0.02762
6.032	0.02819
6.033	0.02879
6.034	0.02954
6.035	0.03054
6.036	0.03177
6.037	0.03320
6.038	0.03495
6.039	0.03714
6.040	0.03985
6.041	0.04290
6.042	0.04606
6.043	0.04934
6.044	0.05295
6.045	0.05640
6.046	0.05915
6.047	0.06124
6.048	0.06283
6.049	0.06363
6.050	0.06340
6.051	0.06200
6.052	0.05981
6.053	0.05722
6.054	0.05432
6.055	0.05080
6.056	0.04721
6.057	0.04412
6.058	0.04155
6.059	0.03930
6.060	0.03750
6.061	0.03631
6.062	0.03579
6.063	0.03573
6.064	0.03589
6.065	0.03615
6.066	0.03670
6.067	0.03732
6.068	0.03775
6.069	0.03799
6.070	0.03811
6.071	0.03806
6.072	0.03778
6.073	0.03727
6.074	0.03656
6.075	0.03565
6.076	0.03454
6.077	0.03319
6.078	0.03169
6.079	0.03011
6.080	0.02841
6.081	0.02659
6.082	0.02477
6.083	0.02308
6.084	0.02144
6.085	0.01987
6.086	0.01846
6.087	0.01727
6.088	0.01625
6.089	0.01541
6.090	0.01478
6.091	0.01437
6.092	0.01418
6.093	0.01418
6.094	0.01437
6.095	0.01474
6.096	0.01529
6.097	0.01606
6.098	0.01706
6.099	0.01828
6.100	0.01971
6.101	0.02138
6.102	0.02331
6.103	0.02553
6.104	0.02792
6.105	0.03031
6.106	0.03283
6.107	0.03547
6.108	0.03792
6.109	0.03991
6.110	0.04160
6.111	0.04295
6.112	0.04377
6.113	0.04388
6.114	0.04331
6.115	0.04220
6.116	0.04073
6.117	0.03885
6.118	0.03646
6.119	0.03387
6.120	0.03146
6.121	0.02916
6.122	0.02689
6.123	0.02483
6.124	0.02314
6.125	0.02182
6.126	0.02079
6.127	0.01998
6.128	0.01936
6.129	0.01899
6.130	0.01880
6.131	0.01873
6.132	0.01872
6.133	0.01883
6.134	0.01904
6.135	0.01932
6.136	0.01971
6.137	0.02019
6.138	0.02070
6.139	0.02118
6.140	0.02171
6.141	0.02223
6.142	0.02262
6.143	0.02277
6.144	0.02276
6.145	0.02256
6.146	0.02213
6.147	0.02140
6.148	0.02037
6.149	0.01915
6.150	0.01786
6.151	0.01647
6.152	0.01492
6.153	0.01341
6.154	0.01212
6.155	0.01100
6.156	0.01002
6.157	0.00929
6.158	0.00892
6.159	0.00889
6.160	0.00915
6.161	0.00964
6.162	0.01036
6.163	0.01138
6.164	0.01258
6.165	0.01385
6.166	0.01514
6.167	0.01654
6.168	0.01796
6.169	0.01930
6.170	0.02054
6.171	0.02174
6.172	0.02286
6.173	0.02385
6.174	0.02474
6.175	0.02553
6.176	0.02618
6.177	0.02666
6.178	0.02697
6.179	0.02712
6.180	0.02712
6.181	0.02694
6.182	0.02658
6.183	0.02607
6.184	0.02546
6.185	0.02476
6.186	0.02391
6.187	0.02301
6.188	0.02215
6.189	0.02134
6.190	0.02052
6.191	0.01977
6.192	0.01914
6.193	0.01864
6.194	0.01824
6.195	0.01794
6.196	0.01773
6.197	0.01764
6.198	0.01764
6.199	0.01770
6.200	0.01777
6.201	0.01789
6.202	0.01805
6.203	0.01818
6.204	0.01824
6.205	0.01827
6.206	0.01826
6.207	0.01818
6.208	0.01804
6.209	0.01784
6.210	0.01758
6.211	0.01722
6.212	0.01677
6.213	0.01624
6.214	0.01561
6.215	0.01486
6.216	0.01398
6.217	0.01298
6.218	0.01189
6.219	0.01074
6.220	0.00946
6.221	0.00810
6.222	0.00674
6.223	0.00547
6.224	0.00423
6.225	0.00303
6.226	0.00197
6.227	0.00114
6.228	0.00048
6.229	0.00000
6.230	-0.00027
6.231	-0.00028
6.232	-0.00004
6.233	0.00042
6.234	0.00103
6.235	0.00177
6.236	0.00270
6.237	0.00375
6.238	0.00482
6.239	0.00585
6.240	0.00693
6.241	0.00799
6.242	0.00896
6.243	0.00980
6.244	0.01056
6.245	0.01123
6.246	0.01178
6.247	0.01219
6.248	0.01248
6.249	0.01267
6.250	0.01280
6.251	0.01286
6.252	0.01284
6.253	0.01277
6.254	0.01273
6.255	0.01269
6.256	0.01264
6.257	0.01260
6.258	0.01259
6.259	0.01261
6.260	0.01266
6.261	0.01271
6.262	0.01277
6.263	0.01285
6.264	0.01293
6.265	0.01300
6.266	0.01302
6.267	0.01301
6.268	0.01297
6.269	0.01291
6.270	0.01280
6.271	0.01264
6.272	0.01246
6.273	0.01228
6.274	0.01214
6.275	0.01200
6.276	0.01188
6.277	0.01184
6.278	0.01189
6.279	0.01202
6.280	0.01223
6.281	0.01252
6.282	0.01289
6.283	0.01337
6.284	0.01392
6.285	0.01449
6.286	0.01507
6.287	0.01572
6.288	0.01637
6.289	0.01694
6.290	0.01741
6.291	0.01783
6.292	0.01817
6.293	0.01838
6.294	0.01844
6.295	0.01837
6.296	0.01818
6.297	0.01787
6.298	0.01744
6.299	0.01686
6.300	0.01620
6.301	0.01549
6.302	0.01476
6.303	0.01396
6.304	0.01313
6.305	0.01236
6.306	0.01163
6.307	0.01091
6.308	0.01025
6.309	0.00968
6.310	0.00923
6.311	0.00886
6.312	0.00859
6.313	0.00843
6.314	0.00839
6.315	0.00848
6.316	0.00865
6.317	0.00889
6.318	0.00920
6.319	0.00960
6.320	0.01004
6.321	0.01043
6.322	0.01078
6.323	0.01113
6.324	0.01142
6.325	0.01160
6.326	0.01166
6.327	0.01162
6.328	0.01147
6.329	0.01118
6.330	0.01072
6.331	0.01011
6.332	0.00938
6.333	0.00859
6.334	0.00770
6.335	0.00668
6.336	0.00565
6.337	0.00469
6.338	0.00384
6.339	0.00300
6.340	0.00228
6.341	0.00175
6.342	0.00145
6.343	0.00133
6.344	0.00140
6.345	0.00165
6.346	0.00213
6.347	0.00285
6.348	0.00371
6.349	0.00461
6.350	0.00554
6.351	0.00658
6.352	0.00762
6.353	0.00857
6.354	0.00937
6.355	0.01010
6.356	0.01073
6.357	0.01123
6.358	0.01158
6.359	0.01176
6.360	0.01185
6.361	0.01190
6.362	0.01195
6.363	0.01193
6.364	0.01189
6.365	0.01188
6.366	0.01194
6.367	0.01202
6.368	0.01213
6.369	0.01230
6.370	0.01254
6.371	0.01284
6.372	0.01319
6.373	0.01359
6.374	0.01404
6.375	0.01455
6.376	0.01511
6.377	0.01568
6.378	0.01626
6.379	0.01687
6.380	0.01750
6.381	0.01809
6.382	0.01862
6.383	0.01910
6.384	0.01954
6.385	0.01994
6.386	0.02030
6.387	0.02060
6.388	0.02086
6.389	0.02113
6.390	0.02144
6.391	0.02178
6.392	0.02214
6.393	0.02253
6.394	0.02295
6.395	0.02336
6.396	0.02379
6.397	0.02427
6.398	0.02487
6.399	0.02547
6.400	0.02609
6.401	0.02694
6.402	0.02825
6.403	0.03002
6.404	0.03215
6.405	0.03470
6.406	0.03774
6.407	0.04149
6.408	0.04595
6.409	0.05065
6.410	0.05512
6.411	0.05928
6.412	0.06358
6.413	0.06747
6.414	0.07036
6.415	0.07181
6.416	0.07213
6.417	0.07149
6.418	0.06998
6.419	0.06759
6.420	0.06386
6.421	0.05940
6.422	0.05493
6.423	0.05107
6.424	0.04723
6.425	0.04357
6.426	0.04052
6.427	0.03852
6.428	0.03759
6.429	0.03745
6.430	0.03787
6.431	0.03865
6.432	0.03998
6.433	0.04184
6.434	0.04392
6.435	0.04588
6.436	0.04771
6.437	0.04955
6.438	0.05139
6.439	0.05317
6.440	0.05487
6.441	0.05650
6.442	0.05812
6.443	0.05975
6.444	0.06144
6.445	0.06319
6.446	0.06494
6.447	0.06664
6.448	0.06825
6.449	0.06984
6.450	0.07136
6.451	0.07280
6.452	0.07412
6.453	0.07533
6.454	0.07645
6.455	0.07749
6.456	0.07846
6.457	0.07936
6.458	0.08019
6.459	0.08095
6.460	0.08164
6.461	0.08224
6.462	0.08275
6.463	0.08323
6.464	0.08372
6.465	0.08419
6.466	0.08462
6.467	0.08509
6.468	0.08571
6.469	0.08655
6.470	0.08755
6.471	0.08869
6.472	0.08993
6.473	0.09129
6.474	0.09288
6.475	0.09455
6.476	0.09615
6.477	0.09751
6.478	0.09875
6.479	0.09986
6.480	0.10080
6.481	0.10149
6.482	0.10182
6.483	0.10188
6.484	0.10189
6.485	0.10204
6.486	0.10229
6.487	0.10252
6.488	0.10294
6.489	0.10380
6.490	0.10523
6.491	0.10710
6.492	0.10937
6.493	0.11200
6.494	0.11501
6.495	0.11854
6.496	0.12242
6.497	0.12638
6.498	0.13021
6.499	0.13410
6.500	0.13803
6.501	0.14182
6.502	0.14531
6.503	0.14845
6.504	0.15133
6.505	0.15404
6.506	0.15669
6.507	0.15922
6.508	0.16154
6.509	0.16385
6.510	0.16637
6.511	0.16924
6.512	0.17228
6.513	0.17554
6.514	0.17910
6.515	0.18305
6.516	0.18745
6.517	0.19217
6.518	0.19708
6.519	0.20203
6.520	0.20716
6.521	0.21248
6.522	0.21776
6.523	0.22279
6.524	0.22752
6.525	0.23211
6.526	0.23645
6.527	0.24046
6.528	0.24403
6.529	0.24721
6.530	0.25006
6.531	0.25263
6.532	0.25497
6.533	0.25697
6.534	0.25870
6.535	0.26029
6.536	0.26189
6.537	0.26342
6.538	0.26484
6.539	0.26629
6.540	0.26790
6.541	0.26972
6.542	0.27164
6.543	0.27372
6.544	0.27602
6.545	0.27860
6.546	0.28144
6.547	0.28451
6.548	0.28776
6.549	0.29115
6.550	0.29474
6.551	0.29850
6.552	0.30239
6.553	0.30632
6.554	0.31027
6.555	0.31429
6.556	0.31838
6.557	0.32256
6.558	0.32680
6.559	0.33106
6.560	0.33541
6.561	0.33997
6.562	0.34480
6.563	0.34981
6.564	0.35503
6.565	0.36055
6.566	0.36647
6.567	0.37286
6.568	0.37964
6.569	0.38673
6.570	0.39402
6.571	0.40152
6.572	0.40935
6.573	0.41735
6.574	0.42534
6.575	0.43317
6.576	0.44097
6.577	0.44874
6.578	0.45636
6.579	0.46375
6.580	0.47083
6.581	0.47767
6.582	0.48439
6.583	0.49108
6.584	0.49777
6.585	0.50434
6.586	0.51090
6.587	0.51757
6.588	0.52446
6.589	0.53151
6.590	0.53870
6.591	0.54601
6.592	0.55345
6.593	0.56112
6.594	0.56899
6.595	0.57687
6.596	0.58456
6.597	0.59196
6.598	0.59925
6.599	0.60635
6.600	0.61321
6.601	0.61975
6.602	0.62580
6.603	0.63156
6.604	0.63731
6.605	0.64332
6.606	0.64947
6.607	0.65563
6.608	0.66208
6.609	0.66914
6.610	0.67707
6.611	0.68585
6.612	0.69515
6.613	0.70466
6.614	0.71409
6.615	0.72388
6.616	0.73388
6.617	0.74362
6.618	0.75264
6.619	0.76059
6.620	0.76773
6.621	0.77447
6.622	0.78119
6.623	0.78802
6.624	0.79402
6.625	0.80005
6.626	0.80731
6.627	0.81698
6.628	0.82870
6.629	0.84201
6.630	0.85736
6.631	0.87517
6.632	0.89601
6.633	0.91998
6.634	0.94609
6.635	0.97334
6.636	1.00085
6.637	1.02993
6.638	1.06013
6.639	1.09012
6.640	1.11857
6.641	1.14526
6.642	1.17107
6.643	1.19569
6.644	1.21881
6.645	1.24009
6.646	1.25936
6.647	1.27713
6.648	1.29395
6.649	1.31037
6.650	1.32602
6.651	1.34076
6.652	1.35513
6.653	1.36969
6.654	1.38475
6.655	1.39988
6.656	1.41515
6.657	1.43071
6.658	1.44669
6.659	1.46303
6.660	1.47968
6.661	1.49669
6.662	1.51408
6.663	1.53174
6.664	1.54952
6.665	1.56779
6.666	1.58695
6.667	1.60730
6.668	1.62824
6.669	1.65003
6.670	1.67333
6.671	1.69877
6.672	1.72639
6.673	1.75575
6.674	1.78713
6.675	1.82083
6.676	1.85718
6.677	1.89644
6.678	1.93807
6.679	1.98142
6.680	2.02584
6.681	2.07190
6.682	2.11994
6.683	2.16876
6.684	2.21718
6.685	2.26443
6.686	2.31185
6.687	2.35884
6.688	2.40441
6.689	2.44759
6.690	2.48824
6.691	2.52693
6.692	2.56385
6.693	2.59918
6.694	2.63277
6.695	2.66369
6.696	2.69312
6.697	2.72246
6.698	2.75311
6.699	2.78377
6.700	2.81417
6.701	2.84617
6.702	2.88167
6.703	2.92188
6.704	2.96526
6.705	3.01200
6.706	3.06262
6.707	3.11762
6.708	3.17767
6.709	3.24224
6.710	3.31023
6.711	3.38050
6.712	3.45265
6.713	3.52832
6.714	3.60623
6.715	3.68476
6.716	3.76232
6.717	3.83933
6.718	3.91650
6.719	3.99335
6.720	4.06941
6.721	4.14432
6.722	4.21840
6.723	4.29172
6.724	4.36430
6.725	4.43614
6.726	4.50703
6.727	4.57702
6.728	4.64646
6.729	4.71572
6.730	4.78495
6.731	4.85357
6.732	4.92201
6.733	4.99081
6.734	5.06056
6.735	5.13069
6.736	5.20094
6.737	5.27234
6.738	5.34589
6.739	5.42239
6.740	5.50092
6.741	5.58161
6.742	5.66490
6.743	5.75119
6.744	5.84089
6.745	5.93375
6.746	6.02921
6.747	6.12672
6.748	6.22589
6.749	6.32785
6.750	6.43196
6.751	6.53704
6.752	6.64187
6.753	6.74610
6.754	6.85069
6.755	6.95532
6.756	7.05964
6.757	7.16327
6.758	7.26568
6.759	7.36746
6.760	7.46947
6.761	7.57262
6.762	7.67713
6.763	7.78188
6.764	7.88774
6.765	7.99571
6.766	8.10679
6.767	8.22096
6.768	8.33768
6.769	8.45679
6.770	8.57813
6.771	8.70151
6.772	8.82675
6.773	8.95422
6.774	9.08436
6.775	9.21762
6.776	9.35265
6.777	9.48898
6.778	9.62929
6.779	9.77629
6.780	9.93228
6.781	10.09473
6.782	10.26388
6.783	10.44135
6.784	10.62879
6.785	10.82828
6.786	11.03997
6.787	11.26043
6.788	11.48609
6.789	11.71354
6.790	11.94795
6.791	12.18896
6.792	12.43017
6.793	12.66520
6.794	12.88957
6.795	13.10896
6.796	13.32261
6.797	13.52831
6.798	13.72390
6.799	13.90735
6.800	14.07983
6.801	14.24423
6.802	14.40348
6.803	14.56007
6.804	14.71007
6.805	14.85448
6.806	14.99695
6.807	15.14115
6.808	15.28856
6.809	15.43503
6.810	15.58281
6.811	15.73479
6.812	15.89383
6.813	16.05808
6.814	16.22606
6.815	16.40098
6.816	16.58602
6.817	16.78401
6.818	16.99343
6.819	17.21326
6.820	17.44323
6.821	17.68310
6.822	17.93469
6.823	18.20068
6.824	18.47563
6.825	18.75376
6.826	19.02930
6.827	19.30651
6.828	19.58752
6.829	19.86651
6.830	20.13768
6.831	20.39604
6.832	20.64502
6.833	20.88597
6.834	21.11874
6.835	21.34322
6.836	21.55862
6.837	21.76424
6.838	21.96196
6.839	22.15379
6.840	22.34171
6.841	22.52401
6.842	22.69999
6.843	22.87204
6.844	23.04257
6.845	23.21293
6.846	23.37618
6.847	23.53663
6.848	23.70187
6.849	23.87944
6.850	24.07072
6.851	24.26534
6.852	24.47156
6.853	24.69896
6.854	24.95710
6.855	25.24843
6.856	25.56684
6.857	25.90934
6.858	26.27295
6.859	26.65596
6.860	27.07255
6.861	27.51449
6.862	27.96488
6.863	28.40681
6.864	28.83125
6.865	29.25765
6.866	29.67805
6.867	30.08062
6.868	30.45355
6.869	30.79097
6.870	31.10048
6.871	31.38706
6.872	31.65559
6.873	31.91068
6.874	32.14357
6.875	32.35537
6.876	32.55647
6.877	32.75724
6.878	32.96609
6.879	33.17461
6.880	33.38238
6.881	33.59224
6.882	33.80700
6.883	34.02894
6.884	34.25686
6.885	34.48871
6.886	34.72247
6.887	34.95614
6.888	35.18920
6.889	35.42299
6.890	35.65787
6.891	35.89421
6.892	36.13229
6.893	36.37071
6.894	36.60999
6.895	36.85186
6.896	37.09802
6.897	37.34996
6.898	37.60704
6.899	37.86843
6.900	38.13349
6.901	38.40159
6.902	38.67327
6.903	38.95043
6.904	39.23050
6.905	39.51066
6.906	39.78808
6.907	40.06358
6.908	40.33943
6.909	40.61315
6.910	40.88229
6.911	41.14441
6.912	41.40039
6.913	41.65130
6.914	41.89681
6.915	42.13658
6.916	42.37016
6.917	42.59640
6.918	42.81653
6.919	43.03228
6.920	43.24541
6.921	43.45673
6.922	43.66385
6.923	43.86803
6.924	44.07096
6.925	44.27437
6.926	44.47904
6.927	44.68376
6.928	44.88824
6.929	45.09222
6.930	45.29548
6.931	45.49911
6.932	45.70322
6.933	45.90607
6.934	46.10586
6.935	46.30092
6.936	46.49208
6.937	46.67998
6.938	46.86427
6.939	47.04458
6.940	47.22040
6.941	47.39046
6.942	47.55611
6.943	47.71925
6.944	47.88178
6.945	48.04443
6.946	48.20382
6.947	48.36213
6.948	48.52236
6.949	48.68747
6.950	48.85863
6.951	49.03307
6.952	49.21147
6.953	49.39478
6.954	49.58389
6.955	49.78038
6.956	49.98400
6.957	50.19223
6.958	50.40252
6.959	50.61235
6.960	50.82496
6.961	51.04120
6.962	51.25674
6.963	51.46728
6.964	51.66873
6.965	51.86416
6.966	52.05460
6.967	52.23821
6.968	52.41314
6.969	52.57756
6.970	52.73103
6.971	52.87530
6.972	53.01230
6.973	53.14397
6.974	53.27118
6.975	53.39010
6.976	53.50306
6.977	53.61348
6.978	53.72481
6.979	53.83881
6.980	53.95193
6.981	54.06508
6.982	54.17971
6.983	54.29725
6.984	54.41864
6.985	54.54303
6.986	54.66968
6.987	54.79786
6.988	54.92687
6.989	55.05732
6.990	55.19010
6.991	55.32367
6.992	55.45646
6.993	55.58694
6.994	55.71568
6.995	55.84372
6.996	55.97004
6.997	56.09363
6.998	56.21352
6.999	56.32994
7.000	56.44342
7.001	56.55389
7.002	56.66126
7.003	56.76541
7.004	56.86553
7.005	56.96206
7.006	57.05611
7.007	57.14877
7.008	57.24096
7.009	57.33111
7.010	57.41952
7.011	57.50745
7.012	57.59615
7.013	57.68670
7.014	57.77820
7.015	57.87041
7.016	57.96350
7.017	58.05765
7.018	58.15316
7.019	58.25073
7.020	58.34954
7.021	58.44851
7.022	58.54656
7.023	58.64305
7.024	58.73940
7.025	58.83511
7.026	58.92935
7.027	59.02128
7.028	59.11016
7.029	59.19618
7.030	59.28006
7.031	59.36251
7.032	59.44425
7.033	59.52518
7.034	59.60368
7.035	59.68126
7.036	59.75968
7.037	59.84070
7.038	59.92498
7.039	60.01070
7.040	60.09843
7.041	60.18890
7.042	60.28285
7.043	60.38119
7.044	60.48396
7.045	60.58978
7.046	60.69720
7.047	60.80479
7.048	60.91286
7.049	61.02342
7.050	61.13450
7.051	61.24402
7.052	61.34986
7.053	61.45145
7.054	61.55062
7.055	61.64705
7.056	61.74037
7.057	61.83018
7.058	61.91575
7.059	61.99696
7.060	62.07509
7.061	62.15146
7.062	62.22736
7.063	62.30260
7.064	62.37581
7.065	62.44810
7.066	62.52063
7.067	62.59455
7.068	62.67007
7.069	62.74626
7.070	62.82325
7.071	62.90122
7.072	62.98033
7.073	63.06065
7.074	63.14206
7.075	63.22451
7.076	63.30794
7.077	63.39232
7.078	63.47757
7.079	63.56372
7.080	63.65085
7.081	63.73903
7.082	63.82836
7.083	63.91891
7.084	64.01066
7.085	64.10347
7.086	64.19725
7.087	64.29185
7.088	64.38747
7.089	64.48439
7.090	64.58212
7.091	64.68017
7.092	64.77805
7.093	64.87563
7.094	64.97335
7.095	65.07112
7.096	65.16885
7.097	65.26641
7.098	65.36352
7.099	65.45998
7.100	65.55639
7.101	65.65335
7.102	65.75147
7.103	65.85074
7.104	65.95021
7.105	66.05062
7.106	66.15284
7.107	66.25769
7.108	66.36566
7.109	66.47604
7.110	66.58875
7.111	66.70377
7.112	66.82108
7.113	66.94101
7.114	67.06427
7.115	67.18990
7.116	67.31678
7.117	67.44380
7.118	67.57050
7.119	67.69871
7.120	67.82751
7.121	67.95558
7.122	68.08160
7.123	68.20454
7.124	68.32543
7.125	68.44451
7.126	68.56178
7.127	68.67725
7.128	68.79072
7.129	68.90093
7.130	69.00893
7.131	69.11622
7.132	69.22430
7.133	69.33441
7.134	69.44437
7.135	69.55455
7.136	69.66642
7.137	69.78146
7.138	69.90107
7.139	70.02476
7.140	70.15180
7.141	70.28197
7.142	70.41503
7.143	70.55077
7.144	70.69035
7.145	70.83351
7.146	70.97893
7.147	71.12529
7.148	71.27125
7.149	71.41726
7.150	71.56415
7.151	71.71148
7.152	71.85881
7.153	72.00570
7.154	72.15159
7.155	72.29665
7.156	72.44174
7.157	72.58771
7.158	72.73539
7.159	72.88494
7.160	73.03549
7.161	73.18736
7.162	73.34091
7.163	73.49649
7.164	73.65470
7.165	73.81593
7.166	73.97908
7.167	74.14302
7.168	74.30658
7.169	74.46930
7.170	74.63327
7.171	74.79743
7.172	74.96023
7.173	75.12010
7.174	75.27579
7.175	75.42886
7.176	75.57937
7.177	75.72676
7.178	75.87046
7.179	76.00992
7.180	76.14487
7.181	76.27582
7.182	76.40343
7.183	76.52832
7.184	76.65112
7.185	76.77060
7.186	76.88663
7.187	77.00058
7.188	77.11385
7.189	77.22783
7.190	77.34184
7.191	77.45453
7.192	77.56732
7.193	77.68163
7.194	77.79886
7.195	77.91944
7.196	78.04191
7.197	78.16664
7.198	78.29409
7.199	78.42471
7.200	78.55910
7.201	78.69763
7.202	78.83936
7.203	78.98321
7.204	79.12813
7.205	79.27341
7.206	79.42121
7.207	79.57078
7.208	79.72043
7.209	79.86850
7.210	80.01343
7.211	80.15675
7.212	80.29893
7.213	80.43895
7.214	80.57580
7.215	80.70849
7.216	80.83687
7.217	80.96164
7.218	81.08305
7.219	81.20135
7.220	81.31678
7.221	81.42909
7.222	81.53770
7.223	81.64336
7.224	81.74686
7.225	81.84899
7.226	81.95013
7.227	82.04914
7.228	82.14642
7.229	82.24264
7.230	82.33843
7.231	82.43437
7.232	82.53004
7.233	82.62523
7.234	82.71995
7.235	82.81421
7.236	82.90803
7.237	83.00159
7.238	83.09483
7.239	83.18754
7.240	83.27950
7.241	83.37049
7.242	83.46062
7.243	83.55014
7.244	83.63881
7.245	83.72634
7.246	83.81246
7.247	83.89702
7.248	83.98028
7.249	84.06223
7.250	84.14287
7.251	84.22215
7.252	84.30006
7.253	84.37654
7.254	84.45165
7.255	84.52547
7.256	84.59807
7.257	84.66952
7.258	84.73942
7.259	84.80781
7.260	84.87516
7.261	84.94195
7.262	85.00864
7.263	85.07518
7.264	85.14102
7.265	85.20651
7.266	85.27206
7.267	85.33803
7.268	85.40473
7.269	85.47193
7.270	85.53946
7.271	85.60720
7.272	85.67503
7.273	85.74289
7.274	85.81153
7.275	85.88064
7.276	85.94946
7.277	86.01723
7.278	86.08319
7.279	86.14769
7.280	86.21135
7.281	86.27366
7.282	86.33413
7.283	86.39228
7.284	86.44776
7.285	86.50089
7.286	86.55189
7.287	86.60098
7.288	86.64836
7.289	86.69413
7.290	86.73760
7.291	86.77908
7.292	86.81920
7.293	86.85858
7.294	86.89785
7.295	86.93666
7.296	86.97463
7.297	87.01206
7.298	87.04925
7.299	87.08649
7.300	87.12398
7.301	87.16151
7.302	87.19895
7.303	87.23619
7.304	87.27309
7.305	87.30962
7.306	87.34611
7.307	87.38242
7.308	87.41824
7.309	87.45326
7.310	87.48717
7.311	87.52018
7.312	87.55249
7.313	87.58390
7.314	87.61422
7.315	87.64325
7.316	87.67090
7.317	87.69734
7.318	87.72260
7.319	87.74668
7.320	87.76960
7.321	87.79138
7.322	87.81196
7.323	87.83137
7.324	87.84964
7.325	87.86682
7.326	87.88293
7.327	87.89799
7.328	87.91197
7.329	87.92486
7.330	87.93664
7.331	87.94732
7.332	87.95693
7.333	87.96561
7.334	87.97322
7.335	87.97958
7.336	87.98451
7.337	87.98785
7.338	87.98977
7.339	87.99032
7.340	87.98942
7.341	87.98697
7.342	87.98290
7.343	87.97726
7.344	87.97015
7.345	87.96148
7.346	87.95112
7.347	87.93895
7.348	87.92489
7.349	87.90901
7.350	87.89136
7.351	87.87195
7.352	87.85080
7.353	87.82791
7.354	87.80346
7.355	87.77741
7.356	87.74958
7.357	87.71975
7.358	87.68773
7.359	87.65344
7.360	87.61720
7.361	87.57888
7.362	87.53833
7.363	87.49541
7.364	87.44999
7.365	87.40241
7.366	87.35265
7.367	87.30040
7.368	87.24538
7.369	87.18728
7.370	87.12600
7.371	87.06177
7.372	86.99466
7.373	86.92472
7.374	86.85201
7.375	86.77656
7.376	86.69829
7.377	86.61722
7.378	86.53340
7.379	86.44690
7.380	86.35777
7.381	86.26584
7.382	86.17100
7.383	86.07353
7.384	85.97371
7.385	85.87180
7.386	85.76804
7.387	85.66224
7.388	85.55430
7.389	85.44417
7.390	85.33178
7.391	85.21708
7.392	85.10016
7.393	84.98107
7.394	84.85971
7.395	84.73594
7.396	84.60966
7.397	84.48086
7.398	84.34983
7.399	84.21642
7.400	84.08036
7.401	83.94141
7.402	83.79932
7.403	83.65404
7.404	83.50576
7.405	83.35460
7.406	83.20070
7.407	83.04420
7.408	82.88511
7.409	82.72310
7.410	82.55838
7.411	82.39120
7.412	82.22184
7.413	82.05056
7.414	81.87696
7.415	81.70093
7.416	81.52284
7.417	81.34306
7.418	81.16193
7.419	80.97963
7.420	80.79566
7.421	80.61015
7.422	80.42331
7.423	80.23535
7.424	80.04645
7.425	79.85630
7.426	79.66479
7.427	79.47227
7.428	79.27903
7.429	79.08541
7.430	78.89152
7.431	78.69679
7.432	78.50145
7.433	78.30585
7.434	78.11033
7.435	77.91522
7.436	77.72035
7.437	77.52548
7.438	77.33076
7.439	77.13631
7.440	76.94230
7.441	76.74893
7.442	76.55648
7.443	76.36456
7.444	76.17269
7.445	75.98039
7.446	75.78717
7.447	75.59366
7.448	75.40036
7.449	75.20643
7.450	75.01105
7.451	74.81339
7.452	74.61282
7.453	74.41022
7.454	74.20566
7.455	73.99896
7.456	73.78989
7.457	73.57826
7.458	73.36334
7.459	73.14491
7.460	72.92411
7.461	72.70206
7.462	72.47990
7.463	72.25852
7.464	72.03551
7.465	71.81130
7.466	71.58755
7.467	71.36593
7.468	71.14809
7.469	70.93438
7.470	70.72271
7.471	70.51373
7.472	70.30823
7.473	70.10702
7.474	69.91088
7.475	69.71986
7.476	69.53341
7.477	69.35108
7.478	69.17243
7.479	68.99702
7.480	68.82472
7.481	68.65647
7.482	68.49182
7.483	68.33015
7.484	68.17083
7.485	68.01324
7.486	67.85757
7.487	67.70437
7.488	67.55339
7.489	67.40438
7.490	67.25709
7.491	67.11128
7.492	66.96704
7.493	66.82450
7.494	66.68380
7.495	66.54505
7.496	66.40838
7.497	66.27383
7.498	66.14127
7.499	66.01070
7.500	65.88214
7.501	65.75561
7.502	65.63111
7.503	65.50846
7.504	65.38769
7.505	65.26898
7.506	65.15253
7.507	65.03855
7.508	64.92715
7.509	64.81809
7.510	64.71137
7.511	64.60709
7.512	64.50530
7.513	64.40610
7.514	64.30937
7.515	64.21498
7.516	64.12310
7.517	64.03391
7.518	63.94759
7.519	63.86432
7.520	63.78408
7.521	63.70675
7.522	63.63224
7.523	63.56046
7.524	63.49133
7.525	63.42474
7.526	63.36069
7.527	63.29927
7.528	63.24060
7.529	63.18479
7.530	63.13196
7.531	63.08219
7.532	63.03542
7.533	62.99153
7.534	62.95040
7.535	62.91192
7.536	62.87597
7.537	62.84255
7.538	62.81175
7.539	62.78360
7.540	62.75819
7.541	62.73556
7.542	62.71579
7.543	62.69898
7.544	62.68499
7.545	62.67364
7.546	62.66476
7.547	62.65819
7.548	62.65382
7.549	62.65180
7.550	62.65219
