#Lambda	Flux(Jy)
18.525	0.01623
18.526	0.01602
18.527	0.01581
18.528	0.01558
18.529	0.01535
18.530	0.01511
18.531	0.01487
18.532	0.01461
18.533	0.01435
18.534	0.01409
18.535	0.01382
18.536	0.01354
18.537	0.01326
18.538	0.01297
18.539	0.01268
18.540	0.01239
18.541	0.01209
18.542	0.01179
18.543	0.01149
18.544	0.01118
18.545	0.01087
18.546	0.01056
18.547	0.01025
18.548	0.00993
18.549	0.00962
18.550	0.00930
18.551	0.00899
18.552	0.00867
18.553	0.00835
18.554	0.00803
18.555	0.00770
18.556	0.00735
18.557	0.00700
18.558	0.00664
18.559	0.00626
18.560	0.00589
18.561	0.00550
18.562	0.00511
18.563	0.00472
18.564	0.00432
18.565	0.00392
18.566	0.00351
18.567	0.00311
18.568	0.00270
18.569	0.00229
18.570	0.00188
18.571	0.00148
18.572	0.00107
18.573	0.00067
18.574	0.00027
18.575	-0.00013
18.576	-0.00052
18.577	-0.00091
18.578	-0.00129
18.579	-0.00166
18.580	-0.00202
18.581	-0.00238
18.582	-0.00273
18.583	-0.00307
18.584	-0.00340
18.585	-0.00371
18.586	-0.00402
18.587	-0.00431
18.588	-0.00459
18.589	-0.00487
18.590	-0.00515
18.591	-0.00544
18.592	-0.00572
18.593	-0.00600
18.594	-0.00627
18.595	-0.00655
18.596	-0.00682
18.597	-0.00709
18.598	-0.00735
18.599	-0.00761
18.600	-0.00787
18.601	-0.00811
18.602	-0.00836
18.603	-0.00859
18.604	-0.00882
18.605	-0.00904
18.606	-0.00925
18.607	-0.00945
18.608	-0.00964
18.609	-0.00982
18.610	-0.00999
18.611	-0.01015
18.612	-0.01030
18.613	-0.01044
18.614	-0.01056
18.615	-0.01066
18.616	-0.01076
18.617	-0.01084
18.618	-0.01090
18.619	-0.01095
18.620	-0.01098
18.621	-0.01099
18.622	-0.01099
18.623	-0.01097
18.624	-0.01094
18.625	-0.01090
18.626	-0.01084
18.627	-0.01077
18.628	-0.01069
18.629	-0.01059
18.630	-0.01049
18.631	-0.01037
18.632	-0.01024
18.633	-0.01010
18.634	-0.00994
18.635	-0.00978
18.636	-0.00960
18.637	-0.00941
18.638	-0.00922
18.639	-0.00901
18.640	-0.00879
18.641	-0.00855
18.642	-0.00831
18.643	-0.00806
18.644	-0.00780
18.645	-0.00752
18.646	-0.00724
18.647	-0.00695
18.648	-0.00664
18.649	-0.00633
18.650	-0.00601
18.651	-0.00567
18.652	-0.00533
18.653	-0.00498
18.654	-0.00462
18.655	-0.00425
18.656	-0.00388
18.657	-0.00349
18.658	-0.00309
18.659	-0.00267
18.660	-0.00223
18.661	-0.00178
18.662	-0.00131
18.663	-0.00082
18.664	-0.00032
18.665	0.00019
18.666	0.00071
18.667	0.00124
18.668	0.00179
18.669	0.00235
18.670	0.00291
18.671	0.00349
18.672	0.00407
18.673	0.00466
18.674	0.00526
18.675	0.00586
18.676	0.00647
18.677	0.00708
18.678	0.00770
18.679	0.00831
18.680	0.00893
18.681	0.00956
18.682	0.01018
18.683	0.01080
18.684	0.01142
18.685	0.01205
18.686	0.01266
18.687	0.01328
18.688	0.01389
18.689	0.01450
18.690	0.01510
18.691	0.01570
18.692	0.01629
18.693	0.01689
18.694	0.01750
18.695	0.01811
18.696	0.01874
18.697	0.01937
18.698	0.02001
18.699	0.02065
18.700	0.02130
18.701	0.02195
18.702	0.02260
18.703	0.02326
18.704	0.02392
18.705	0.02458
18.706	0.02524
18.707	0.02590
18.708	0.02656
18.709	0.02721
18.710	0.02787
18.711	0.02852
18.712	0.02916
18.713	0.02980
18.714	0.03043
18.715	0.03106
18.716	0.03168
18.717	0.03229
18.718	0.03289
18.719	0.03348
18.720	0.03407
18.721	0.03464
18.722	0.03519
18.723	0.03574
18.724	0.03627
18.725	0.03678
18.726	0.03729
18.727	0.03777
18.728	0.03825
18.729	0.03873
18.730	0.03920
18.731	0.03966
18.732	0.04012
18.733	0.04058
18.734	0.04103
18.735	0.04147
18.736	0.04191
18.737	0.04234
18.738	0.04276
18.739	0.04317
18.740	0.04358
18.741	0.04398
18.742	0.04437
18.743	0.04476
18.744	0.04513
18.745	0.04549
18.746	0.04585
18.747	0.04619
18.748	0.04653
18.749	0.04686
18.750	0.04717
18.751	0.04747
18.752	0.04777
18.753	0.04805
18.754	0.04832
18.755	0.04858
18.756	0.04882
18.757	0.04905
18.758	0.04927
18.759	0.04948
18.760	0.04967
18.761	0.04985
18.762	0.05002
18.763	0.05017
18.764	0.05031
18.765	0.05043
18.766	0.05054
18.767	0.05064
18.768	0.05073
18.769	0.05080
18.770	0.05087
18.771	0.05092
18.772	0.05096
18.773	0.05099
18.774	0.05101
18.775	0.05101
18.776	0.05101
18.777	0.05100
18.778	0.05097
18.779	0.05094
18.780	0.05090
18.781	0.05085
18.782	0.05079
18.783	0.05072
18.784	0.05064
18.785	0.05055
18.786	0.05046
18.787	0.05036
18.788	0.05025
18.789	0.05013
18.790	0.05001
18.791	0.04988
18.792	0.04974
18.793	0.04960
18.794	0.04945
18.795	0.04930
18.796	0.04914
18.797	0.04897
18.798	0.04879
18.799	0.04861
18.800	0.04840
18.801	0.04819
18.802	0.04797
18.803	0.04773
18.804	0.04748
18.805	0.04723
18.806	0.04696
18.807	0.04668
18.808	0.04640
18.809	0.04610
18.810	0.04580
18.811	0.04549
18.812	0.04518
18.813	0.04486
18.814	0.04453
18.815	0.04420
18.816	0.04386
18.817	0.04352
18.818	0.04317
18.819	0.04282
18.820	0.04247
18.821	0.04212
18.822	0.04176
18.823	0.04141
18.824	0.04105
18.825	0.04069
18.826	0.04033
18.827	0.03997
18.828	0.03962
18.829	0.03926
18.830	0.03891
18.831	0.03856
18.832	0.03821
18.833	0.03786
18.834	0.03751
18.835	0.03715
18.836	0.03679
18.837	0.03642
18.838	0.03604
18.839	0.03566
18.840	0.03528
18.841	0.03489
18.842	0.03450
18.843	0.03411
18.844	0.03371
18.845	0.03331
18.846	0.03291
18.847	0.03250
18.848	0.03210
18.849	0.03170
18.850	0.03129
18.851	0.03089
18.852	0.03049
18.853	0.03009
18.854	0.02969
18.855	0.02929
18.856	0.02890
18.857	0.02851
18.858	0.02812
18.859	0.02774
18.860	0.02736
18.861	0.02698
18.862	0.02661
18.863	0.02625
18.864	0.02589
18.865	0.02554
18.866	0.02520
18.867	0.02486
18.868	0.02453
18.869	0.02421
18.870	0.02389
18.871	0.02356
18.872	0.02324
18.873	0.02293
18.874	0.02261
18.875	0.02230
18.876	0.02198
18.877	0.02167
18.878	0.02137
18.879	0.02106
18.880	0.02076
18.881	0.02047
18.882	0.02017
18.883	0.01988
18.884	0.01959
18.885	0.01931
18.886	0.01903
18.887	0.01875
18.888	0.01848
18.889	0.01822
18.890	0.01795
18.891	0.01770
18.892	0.01744
18.893	0.01720
18.894	0.01695
18.895	0.01672
18.896	0.01649
18.897	0.01626
18.898	0.01604
18.899	0.01583
18.900	0.01562
18.901	0.01542
18.902	0.01522
18.903	0.01503
18.904	0.01485
18.905	0.01468
18.906	0.01451
18.907	0.01434
18.908	0.01419
18.909	0.01404
18.910	0.01389
18.911	0.01375
18.912	0.01362
18.913	0.01349
18.914	0.01336
18.915	0.01324
18.916	0.01313
18.917	0.01302
18.918	0.01292
18.919	0.01282
18.920	0.01272
18.921	0.01263
18.922	0.01255
18.923	0.01246
18.924	0.01239
18.925	0.01231
18.926	0.01224
18.927	0.01218
18.928	0.01211
18.929	0.01206
18.930	0.01200
18.931	0.01195
18.932	0.01190
18.933	0.01186
18.934	0.01181
18.935	0.01177
18.936	0.01174
18.937	0.01170
18.938	0.01167
18.939	0.01165
18.940	0.01162
18.941	0.01160
18.942	0.01159
18.943	0.01158
18.944	0.01158
18.945	0.01158
18.946	0.01159
18.947	0.01160
18.948	0.01162
18.949	0.01164
18.950	0.01167
18.951	0.01170
18.952	0.01173
18.953	0.01177
18.954	0.01181
18.955	0.01185
18.956	0.01190
18.957	0.01195
18.958	0.01200
18.959	0.01205
18.960	0.01211
18.961	0.01216
18.962	0.01222
18.963	0.01228
18.964	0.01234
18.965	0.01241
18.966	0.01247
18.967	0.01253
18.968	0.01259
18.969	0.01266
18.970	0.01272
18.971	0.01278
18.972	0.01284
18.973	0.01290
18.974	0.01296
18.975	0.01302
18.976	0.01308
18.977	0.01314
18.978	0.01320
18.979	0.01326
18.980	0.01333
18.981	0.01340
18.982	0.01347
18.983	0.01354
18.984	0.01361
18.985	0.01368
18.986	0.01375
18.987	0.01383
18.988	0.01391
18.989	0.01398
18.990	0.01406
18.991	0.01414
18.992	0.01422
18.993	0.01430
18.994	0.01438
18.995	0.01446
18.996	0.01454
18.997	0.01462
18.998	0.01470
18.999	0.01478
19.000	0.01486
19.001	0.01494
19.002	0.01502
19.003	0.01510
19.004	0.01518
19.005	0.01526
19.006	0.01534
19.007	0.01541
19.008	0.01549
19.009	0.01556
19.010	0.01563
19.011	0.01571
19.012	0.01578
19.013	0.01585
19.014	0.01591
19.015	0.01598
19.016	0.01605
19.017	0.01611
19.018	0.01618
19.019	0.01624
19.020	0.01631
19.021	0.01637
19.022	0.01643
19.023	0.01649
19.024	0.01656
19.025	0.01662
19.026	0.01668
19.027	0.01674
19.028	0.01680
19.029	0.01687
19.030	0.01693
19.031	0.01699
19.032	0.01705
19.033	0.01712
19.034	0.01718
19.035	0.01724
19.036	0.01731
19.037	0.01738
19.038	0.01744
19.039	0.01751
19.040	0.01758
19.041	0.01765
19.042	0.01772
19.043	0.01779
19.044	0.01787
19.045	0.01794
19.046	0.01802
19.047	0.01809
19.048	0.01817
19.049	0.01825
19.050	0.01833
19.051	0.01841
19.052	0.01849
19.053	0.01857
19.054	0.01865
19.055	0.01873
19.056	0.01881
19.057	0.01889
19.058	0.01897
19.059	0.01905
19.060	0.01913
19.061	0.01921
19.062	0.01930
19.063	0.01938
19.064	0.01947
19.065	0.01955
19.066	0.01964
19.067	0.01973
19.068	0.01982
19.069	0.01991
19.070	0.02000
19.071	0.02010
19.072	0.02020
19.073	0.02030
19.074	0.02040
19.075	0.02050
19.076	0.02060
19.077	0.02071
19.078	0.02082
19.079	0.02093
19.080	0.02105
19.081	0.02116
19.082	0.02128
19.083	0.02141
19.084	0.02153
19.085	0.02166
19.086	0.02180
19.087	0.02193
19.088	0.02207
19.089	0.02222
19.090	0.02237
19.091	0.02252
19.092	0.02267
19.093	0.02283
19.094	0.02299
19.095	0.02315
19.096	0.02331
19.097	0.02348
19.098	0.02364
19.099	0.02381
19.100	0.02398
19.101	0.02415
19.102	0.02432
19.103	0.02449
19.104	0.02467
19.105	0.02484
19.106	0.02501
19.107	0.02519
19.108	0.02536
19.109	0.02553
19.110	0.02570
19.111	0.02587
19.112	0.02604
19.113	0.02621
19.114	0.02637
19.115	0.02654
19.116	0.02670
19.117	0.02686
19.118	0.02702
19.119	0.02717
19.120	0.02733
19.121	0.02748
19.122	0.02763
19.123	0.02779
19.124	0.02796
19.125	0.02813
19.126	0.02830
19.127	0.02848
19.128	0.02866
19.129	0.02884
19.130	0.02902
19.131	0.02921
19.132	0.02939
19.133	0.02957
19.134	0.02976
19.135	0.02994
19.136	0.03012
19.137	0.03029
19.138	0.03047
19.139	0.03064
19.140	0.03081
19.141	0.03097
19.142	0.03112
19.143	0.03127
19.144	0.03142
19.145	0.03156
19.146	0.03169
19.147	0.03181
19.148	0.03192
19.149	0.03203
19.150	0.03212
19.151	0.03221
19.152	0.03228
19.153	0.03234
19.154	0.03240
19.155	0.03243
19.156	0.03246
19.157	0.03247
19.158	0.03248
19.159	0.03248
19.160	0.03248
19.161	0.03247
19.162	0.03247
19.163	0.03246
19.164	0.03244
19.165	0.03242
19.166	0.03240
19.167	0.03237
19.168	0.03233
19.169	0.03229
19.170	0.03224
19.171	0.03218
19.172	0.03212
19.173	0.03204
19.174	0.03196
19.175	0.03187
19.176	0.03176
19.177	0.03165
19.178	0.03153
19.179	0.03139
19.180	0.03124
19.181	0.03108
19.182	0.03091
19.183	0.03072
19.184	0.03052
19.185	0.03031
19.186	0.03008
19.187	0.02983
19.188	0.02957
19.189	0.02930
19.190	0.02900
19.191	0.02869
19.192	0.02836
19.193	0.02802
19.194	0.02765
19.195	0.02727
19.196	0.02687
19.197	0.02646
19.198	0.02604
19.199	0.02560
19.200	0.02515
19.201	0.02468
19.202	0.02420
19.203	0.02371
19.204	0.02320
19.205	0.02268
19.206	0.02215
19.207	0.02160
19.208	0.02104
19.209	0.02047
19.210	0.01988
19.211	0.01928
19.212	0.01867
19.213	0.01805
19.214	0.01742
19.215	0.01677
19.216	0.01611
19.217	0.01544
19.218	0.01476
19.219	0.01406
19.220	0.01336
19.221	0.01264
19.222	0.01191
19.223	0.01117
19.224	0.01042
19.225	0.00966
19.226	0.00888
19.227	0.00810
19.228	0.00731
19.229	0.00650
19.230	0.00569
19.231	0.00486
19.232	0.00402
19.233	0.00315
19.234	0.00227
19.235	0.00136
19.236	0.00044
19.237	-0.00051
19.238	-0.00146
19.239	-0.00244
19.240	-0.00343
19.241	-0.00444
19.242	-0.00546
19.243	-0.00649
19.244	-0.00753
19.245	-0.00858
19.246	-0.00965
19.247	-0.01072
19.248	-0.01180
19.249	-0.01289
19.250	-0.01398
19.251	-0.01508
19.252	-0.01618
19.253	-0.01729
19.254	-0.01840
19.255	-0.01951
19.256	-0.02062
19.257	-0.02173
19.258	-0.02284
19.259	-0.02395
19.260	-0.02505
19.261	-0.02615
19.262	-0.02725
19.263	-0.02834
19.264	-0.02943
19.265	-0.03050
19.266	-0.03157
19.267	-0.03263
19.268	-0.03368
19.269	-0.03474
19.270	-0.03581
19.271	-0.03689
19.272	-0.03798
19.273	-0.03908
19.274	-0.04019
19.275	-0.04131
19.276	-0.04243
19.277	-0.04356
19.278	-0.04469
19.279	-0.04582
19.280	-0.04696
19.281	-0.04810
19.282	-0.04923
19.283	-0.05037
19.284	-0.05150
19.285	-0.05263
19.286	-0.05375
19.287	-0.05487
19.288	-0.05598
19.289	-0.05708
19.290	-0.05817
19.291	-0.05925
19.292	-0.06032
19.293	-0.06137
19.294	-0.06242
19.295	-0.06344
19.296	-0.06446
19.297	-0.06545
19.298	-0.06643
19.299	-0.06738
19.300	-0.06832
19.301	-0.06923
19.302	-0.07013
19.303	-0.07099
19.304	-0.07184
19.305	-0.07265
19.306	-0.07345
19.307	-0.07425
19.308	-0.07503
19.309	-0.07581
19.310	-0.07658
19.311	-0.07734
19.312	-0.07809
19.313	-0.07882
19.314	-0.07955
19.315	-0.08027
19.316	-0.08097
19.317	-0.08166
19.318	-0.08234
19.319	-0.08301
19.320	-0.08366
19.321	-0.08429
19.322	-0.08492
19.323	-0.08552
19.324	-0.08611
19.325	-0.08668
19.326	-0.08723
19.327	-0.08777
19.328	-0.08829
19.329	-0.08879
19.330	-0.08927
19.331	-0.08973
19.332	-0.09017
19.333	-0.09058
19.334	-0.09098
19.335	-0.09135
19.336	-0.09170
19.337	-0.09203
19.338	-0.09233
19.339	-0.09261
19.340	-0.09287
19.341	-0.09310
19.342	-0.09330
19.343	-0.09347
19.344	-0.09363
19.345	-0.09375
19.346	-0.09386
19.347	-0.09394
19.348	-0.09399
19.349	-0.09402
19.350	-0.09404
19.351	-0.09402
19.352	-0.09399
19.353	-0.09394
19.354	-0.09386
19.355	-0.09377
19.356	-0.09365
19.357	-0.09352
19.358	-0.09337
19.359	-0.09320
19.360	-0.09301
19.361	-0.09280
19.362	-0.09257
19.363	-0.09233
19.364	-0.09208
19.365	-0.09180
19.366	-0.09151
19.367	-0.09121
19.368	-0.09089
19.369	-0.09056
19.370	-0.09021
19.371	-0.08985
19.372	-0.08947
19.373	-0.08909
19.374	-0.08869
19.375	-0.08828
19.376	-0.08786
19.377	-0.08743
19.378	-0.08698
19.379	-0.08653
19.380	-0.08607
19.381	-0.08559
19.382	-0.08508
19.383	-0.08454
19.384	-0.08399
19.385	-0.08341
19.386	-0.08281
19.387	-0.08219
19.388	-0.08155
19.389	-0.08089
19.390	-0.08021
19.391	-0.07952
19.392	-0.07881
19.393	-0.07808
19.394	-0.07735
19.395	-0.07659
19.396	-0.07583
19.397	-0.07506
19.398	-0.07427
19.399	-0.07348
19.400	-0.07268
19.401	-0.07187
19.402	-0.07106
19.403	-0.07024
19.404	-0.06941
19.405	-0.06859
19.406	-0.06776
19.407	-0.06693
19.408	-0.06610
19.409	-0.06527
19.410	-0.06444
19.411	-0.06361
19.412	-0.06279
19.413	-0.06197
19.414	-0.06116
19.415	-0.06035
19.416	-0.05955
19.417	-0.05876
19.418	-0.05798
19.419	-0.05718
19.420	-0.05638
19.421	-0.05556
19.422	-0.05474
19.423	-0.05391
19.424	-0.05307
19.425	-0.05222
19.426	-0.05137
19.427	-0.05051
19.428	-0.04964
19.429	-0.04878
19.430	-0.04791
19.431	-0.04703
19.432	-0.04616
19.433	-0.04528
19.434	-0.04441
19.435	-0.04353
19.436	-0.04266
19.437	-0.04179
19.438	-0.04092
19.439	-0.04006
19.440	-0.03919
19.441	-0.03834
19.442	-0.03749
19.443	-0.03665
19.444	-0.03581
19.445	-0.03499
19.446	-0.03417
19.447	-0.03336
19.448	-0.03256
19.449	-0.03177
19.450	-0.03100
19.451	-0.03024
19.452	-0.02949
19.453	-0.02875
19.454	-0.02804
19.455	-0.02733
19.456	-0.02664
19.457	-0.02596
19.458	-0.02528
19.459	-0.02461
19.460	-0.02394
19.461	-0.02329
19.462	-0.02264
19.463	-0.02199
19.464	-0.02135
19.465	-0.02072
19.466	-0.02010
19.467	-0.01948
19.468	-0.01887
19.469	-0.01827
19.470	-0.01767
19.471	-0.01708
19.472	-0.01650
19.473	-0.01593
19.474	-0.01536
19.475	-0.01480
19.476	-0.01425
19.477	-0.01371
19.478	-0.01317
19.479	-0.01265
19.480	-0.01213
19.481	-0.01161
19.482	-0.01111
19.483	-0.01061
19.484	-0.01012
19.485	-0.00964
19.486	-0.00917
19.487	-0.00871
19.488	-0.00825
19.489	-0.00781
19.490	-0.00737
19.491	-0.00694
19.492	-0.00652
19.493	-0.00610
19.494	-0.00570
19.495	-0.00531
19.496	-0.00494
19.497	-0.00457
19.498	-0.00422
19.499	-0.00388
19.500	-0.00355
19.501	-0.00323
19.502	-0.00292
19.503	-0.00262
19.504	-0.00233
19.505	-0.00204
19.506	-0.00177
19.507	-0.00150
19.508	-0.00124
19.509	-0.00099
19.510	-0.00075
19.511	-0.00051
19.512	-0.00027
19.513	-0.00004
19.514	0.00018
19.515	0.00040
19.516	0.00062
19.517	0.00083
19.518	0.00104
19.519	0.00125
19.520	0.00145
19.521	0.00165
19.522	0.00186
19.523	0.00206
19.524	0.00226
19.525	0.00246
19.526	0.00266
19.527	0.00286
19.528	0.00307
19.529	0.00327
19.530	0.00348
19.531	0.00369
19.532	0.00390
19.533	0.00410
19.534	0.00430
19.535	0.00449
19.536	0.00468
19.537	0.00486
19.538	0.00503
19.539	0.00520
19.540	0.00537
19.541	0.00553
19.542	0.00568
19.543	0.00584
19.544	0.00599
19.545	0.00614
19.546	0.00629
19.547	0.00644
19.548	0.00658
19.549	0.00673
19.550	0.00687
19.551	0.00702
19.552	0.00716
19.553	0.00731
19.554	0.00745
19.555	0.00760
19.556	0.00775
19.557	0.00791
19.558	0.00806
19.559	0.00822
19.560	0.00838
19.561	0.00855
19.562	0.00872
19.563	0.00890
19.564	0.00908
19.565	0.00927
19.566	0.00946
19.567	0.00966
19.568	0.00986
19.569	0.01008
19.570	0.01030
19.571	0.01052
19.572	0.01075
19.573	0.01098
19.574	0.01121
19.575	0.01145
19.576	0.01169
19.577	0.01194
19.578	0.01218
19.579	0.01243
19.580	0.01269
19.581	0.01294
19.582	0.01320
19.583	0.01346
19.584	0.01372
19.585	0.01399
19.586	0.01426
19.587	0.01453
19.588	0.01480
19.589	0.01508
19.590	0.01536
19.591	0.01564
19.592	0.01592
19.593	0.01621
19.594	0.01649
19.595	0.01678
19.596	0.01707
19.597	0.01736
19.598	0.01766
19.599	0.01795
19.600	0.01825
19.601	0.01855
19.602	0.01885
19.603	0.01915
19.604	0.01945
19.605	0.01975
19.606	0.02006
19.607	0.02036
19.608	0.02067
19.609	0.02098
19.610	0.02130
19.611	0.02163
19.612	0.02196
19.613	0.02230
19.614	0.02265
19.615	0.02300
19.616	0.02335
19.617	0.02371
19.618	0.02407
19.619	0.02443
19.620	0.02480
19.621	0.02517
19.622	0.02554
19.623	0.02591
19.624	0.02628
19.625	0.02666
19.626	0.02703
19.627	0.02740
19.628	0.02777
19.629	0.02814
19.630	0.02851
19.631	0.02887
19.632	0.02923
19.633	0.02959
19.634	0.02995
19.635	0.03030
19.636	0.03064
19.637	0.03098
19.638	0.03131
19.639	0.03164
19.640	0.03196
19.641	0.03227
19.642	0.03258
19.643	0.03287
19.644	0.03316
19.645	0.03344
19.646	0.03371
19.647	0.03397
19.648	0.03423
19.649	0.03450
19.650	0.03476
19.651	0.03502
19.652	0.03528
19.653	0.03553
19.654	0.03579
19.655	0.03604
19.656	0.03629
19.657	0.03654
19.658	0.03678
19.659	0.03702
19.660	0.03726
19.661	0.03749
19.662	0.03772
19.663	0.03794
19.664	0.03816
19.665	0.03837
19.666	0.03857
19.667	0.03877
19.668	0.03896
19.669	0.03914
19.670	0.03932
19.671	0.03948
19.672	0.03964
19.673	0.03979
19.674	0.03993
19.675	0.04006
19.676	0.04019
19.677	0.04030
19.678	0.04040
19.679	0.04049
19.680	0.04056
19.681	0.04063
19.682	0.04068
19.683	0.04072
19.684	0.04075
19.685	0.04077
19.686	0.04077
19.687	0.04077
19.688	0.04075
19.689	0.04072
19.690	0.04068
19.691	0.04063
19.692	0.04057
19.693	0.04050
19.694	0.04043
19.695	0.04034
19.696	0.04024
19.697	0.04013
19.698	0.04002
19.699	0.03990
19.700	0.03976
19.701	0.03962
19.702	0.03947
19.703	0.03931
19.704	0.03915
19.705	0.03898
19.706	0.03880
19.707	0.03861
19.708	0.03841
19.709	0.03821
19.710	0.03800
19.711	0.03778
19.712	0.03756
19.713	0.03733
19.714	0.03709
19.715	0.03685
19.716	0.03660
19.717	0.03635
19.718	0.03609
19.719	0.03582
19.720	0.03555
19.721	0.03527
19.722	0.03499
19.723	0.03470
19.724	0.03441
19.725	0.03411
19.726	0.03379
19.727	0.03347
19.728	0.03312
19.729	0.03277
19.730	0.03240
19.731	0.03203
19.732	0.03164
19.733	0.03125
19.734	0.03084
19.735	0.03043
19.736	0.03001
19.737	0.02958
19.738	0.02915
19.739	0.02870
19.740	0.02826
19.741	0.02781
19.742	0.02735
19.743	0.02690
19.744	0.02643
19.745	0.02597
19.746	0.02551
19.747	0.02504
19.748	0.02457
19.749	0.02411
19.750	0.02364
19.751	0.02317
19.752	0.02271
19.753	0.02225
19.754	0.02179
19.755	0.02134
19.756	0.02089
19.757	0.02045
19.758	0.02001
19.759	0.01957
19.760	0.01915
19.761	0.01873
19.762	0.01832
19.763	0.01792
19.764	0.01751
19.765	0.01710
19.766	0.01669
19.767	0.01627
19.768	0.01585
19.769	0.01543
19.770	0.01500
19.771	0.01458
19.772	0.01415
19.773	0.01372
19.774	0.01328
19.775	0.01285
19.776	0.01242
19.777	0.01200
19.778	0.01157
19.779	0.01114
19.780	0.01072
19.781	0.01031
19.782	0.00989
19.783	0.00948
19.784	0.00908
19.785	0.00868
19.786	0.00828
19.787	0.00790
19.788	0.00752
19.789	0.00714
19.790	0.00678
19.791	0.00643
19.792	0.00608
19.793	0.00574
19.794	0.00542
19.795	0.00510
19.796	0.00480
19.797	0.00450
19.798	0.00422
19.799	0.00396
