#Lambda	Flux
10.595	-0.01818
10.596	-0.01793
10.597	-0.01768
10.598	-0.01743
10.599	-0.01718
10.600	-0.01694
10.601	-0.01670
10.602	-0.01647
10.603	-0.01626
10.604	-0.01606
10.605	-0.01588
10.606	-0.01570
10.607	-0.01554
10.608	-0.01539
10.609	-0.01525
10.610	-0.01511
10.611	-0.01499
10.612	-0.01487
10.613	-0.01476
10.614	-0.01467
10.615	-0.01458
10.616	-0.01450
10.617	-0.01443
10.618	-0.01438
10.619	-0.01435
10.620	-0.01432
10.621	-0.01430
10.622	-0.01428
10.623	-0.01428
10.624	-0.01427
10.625	-0.01426
10.626	-0.01425
10.627	-0.01423
10.628	-0.01422
10.629	-0.01421
10.630	-0.01421
10.631	-0.01422
10.632	-0.01422
10.633	-0.01422
10.634	-0.01422
10.635	-0.01421
10.636	-0.01420
10.637	-0.01417
10.638	-0.01413
10.639	-0.01408
10.640	-0.01402
10.641	-0.01395
10.642	-0.01388
10.643	-0.01380
10.644	-0.01372
10.645	-0.01362
10.646	-0.01351
10.647	-0.01340
10.648	-0.01327
10.649	-0.01313
10.650	-0.01298
10.651	-0.01282
10.652	-0.01264
10.653	-0.01245
10.654	-0.01225
10.655	-0.01204
10.656	-0.01182
10.657	-0.01159
10.658	-0.01136
10.659	-0.01113
10.660	-0.01089
10.661	-0.01065
10.662	-0.01041
10.663	-0.01015
10.664	-0.00988
10.665	-0.00960
10.666	-0.00932
10.667	-0.00904
10.668	-0.00876
10.669	-0.00849
10.670	-0.00822
10.671	-0.00796
10.672	-0.00771
10.673	-0.00748
10.674	-0.00725
10.675	-0.00702
10.676	-0.00680
10.677	-0.00658
10.678	-0.00637
10.679	-0.00616
10.680	-0.00597
10.681	-0.00579
10.682	-0.00562
10.683	-0.00547
10.684	-0.00533
10.685	-0.00521
10.686	-0.00510
10.687	-0.00501
10.688	-0.00492
10.689	-0.00485
10.690	-0.00479
10.691	-0.00473
10.692	-0.00469
10.693	-0.00466
10.694	-0.00464
10.695	-0.00463
10.696	-0.00463
10.697	-0.00464
10.698	-0.00467
10.699	-0.00471
10.700	-0.00476
10.701	-0.00482
10.702	-0.00488
10.703	-0.00495
10.704	-0.00502
10.705	-0.00509
10.706	-0.00516
10.707	-0.00522
10.708	-0.00529
10.709	-0.00536
10.710	-0.00543
10.711	-0.00551
10.712	-0.00559
10.713	-0.00567
10.714	-0.00575
10.715	-0.00582
10.716	-0.00589
10.717	-0.00595
10.718	-0.00600
10.719	-0.00605
10.720	-0.00609
10.721	-0.00613
10.722	-0.00616
10.723	-0.00619
10.724	-0.00622
10.725	-0.00624
10.726	-0.00626
10.727	-0.00627
10.728	-0.00628
10.729	-0.00629
10.730	-0.00630
10.731	-0.00629
10.732	-0.00629
10.733	-0.00627
10.734	-0.00625
10.735	-0.00623
10.736	-0.00621
10.737	-0.00619
10.738	-0.00617
10.739	-0.00615
10.740	-0.00614
10.741	-0.00613
10.742	-0.00612
10.743	-0.00612
10.744	-0.00611
10.745	-0.00610
10.746	-0.00610
10.747	-0.00610
10.748	-0.00610
10.749	-0.00611
10.750	-0.00612
10.751	-0.00614
10.752	-0.00617
10.753	-0.00621
10.754	-0.00626
10.755	-0.00632
10.756	-0.00638
10.757	-0.00645
10.758	-0.00652
10.759	-0.00660
10.760	-0.00668
10.761	-0.00677
10.762	-0.00686
10.763	-0.00696
10.764	-0.00706
10.765	-0.00716
10.766	-0.00727
10.767	-0.00738
10.768	-0.00751
10.769	-0.00763
10.770	-0.00776
10.771	-0.00789
10.772	-0.00802
10.773	-0.00814
10.774	-0.00826
10.775	-0.00837
10.776	-0.00848
10.777	-0.00858
10.778	-0.00868
10.779	-0.00878
10.780	-0.00888
10.781	-0.00898
10.782	-0.00906
10.783	-0.00915
10.784	-0.00922
10.785	-0.00929
10.786	-0.00934
10.787	-0.00938
10.788	-0.00941
10.789	-0.00942
10.790	-0.00943
10.791	-0.00943
10.792	-0.00942
10.793	-0.00940
10.794	-0.00937
10.795	-0.00933
10.796	-0.00928
10.797	-0.00922
10.798	-0.00915
10.799	-0.00907
10.800	-0.00898
10.801	-0.00888
10.802	-0.00876
10.803	-0.00864
10.804	-0.00850
10.805	-0.00836
10.806	-0.00820
10.807	-0.00804
10.808	-0.00788
10.809	-0.00771
10.810	-0.00753
10.811	-0.00736
10.812	-0.00717
10.813	-0.00698
10.814	-0.00678
10.815	-0.00658
10.816	-0.00636
10.817	-0.00615
10.818	-0.00593
10.819	-0.00570
10.820	-0.00548
10.821	-0.00525
10.822	-0.00503
10.823	-0.00480
10.824	-0.00457
10.825	-0.00434
10.826	-0.00411
10.827	-0.00388
10.828	-0.00364
10.829	-0.00340
10.830	-0.00316
10.831	-0.00292
10.832	-0.00267
10.833	-0.00243
10.834	-0.00218
10.835	-0.00193
10.836	-0.00168
10.837	-0.00143
10.838	-0.00117
10.839	-0.00092
10.840	-0.00066
10.841	-0.00040
10.842	-0.00014
10.843	0.00012
10.844	0.00038
10.845	0.00065
10.846	0.00091
10.847	0.00118
10.848	0.00145
10.849	0.00173
10.850	0.00201
10.851	0.00229
10.852	0.00257
10.853	0.00285
10.854	0.00313
10.855	0.00340
10.856	0.00366
10.857	0.00391
10.858	0.00416
10.859	0.00440
10.860	0.00464
10.861	0.00488
10.862	0.00512
10.863	0.00535
10.864	0.00557
10.865	0.00579
10.866	0.00599
10.867	0.00618
10.868	0.00635
10.869	0.00650
10.870	0.00664
10.871	0.00676
10.872	0.00687
10.873	0.00697
10.874	0.00705
10.875	0.00712
10.876	0.00718
10.877	0.00722
10.878	0.00725
10.879	0.00727
10.880	0.00727
10.881	0.00726
10.882	0.00723
10.883	0.00717
10.884	0.00710
10.885	0.00700
10.886	0.00690
10.887	0.00678
10.888	0.00665
10.889	0.00651
10.890	0.00638
10.891	0.00624
10.892	0.00611
10.893	0.00599
10.894	0.00587
10.895	0.00574
10.896	0.00559
10.897	0.00544
10.898	0.00529
10.899	0.00514
10.900	0.00500
10.901	0.00486
10.902	0.00475
10.903	0.00465
10.904	0.00458
10.905	0.00453
10.906	0.00451
10.907	0.00451
10.908	0.00451
10.909	0.00453
10.910	0.00457
10.911	0.00462
10.912	0.00470
10.913	0.00479
10.914	0.00490
10.915	0.00503
10.916	0.00518
10.917	0.00536
10.918	0.00556
10.919	0.00580
10.920	0.00607
10.921	0.00635
10.922	0.00666
10.923	0.00699
10.924	0.00732
10.925	0.00767
10.926	0.00802
10.927	0.00837
10.928	0.00871
10.929	0.00905
10.930	0.00939
10.931	0.00976
10.932	0.01014
10.933	0.01053
10.934	0.01093
10.935	0.01132
10.936	0.01171
10.937	0.01208
10.938	0.01243
10.939	0.01276
10.940	0.01306
10.941	0.01332
10.942	0.01357
10.943	0.01380
10.944	0.01401
10.945	0.01421
10.946	0.01440
10.947	0.01456
10.948	0.01470
10.949	0.01481
10.950	0.01489
10.951	0.01494
10.952	0.01496
10.953	0.01495
10.954	0.01489
10.955	0.01480
10.956	0.01468
10.957	0.01452
10.958	0.01434
10.959	0.01413
10.960	0.01390
10.961	0.01365
10.962	0.01339
10.963	0.01311
10.964	0.01281
10.965	0.01251
10.966	0.01219
10.967	0.01184
10.968	0.01145
10.969	0.01105
10.970	0.01063
10.971	0.01020
10.972	0.00976
10.973	0.00932
10.974	0.00888
10.975	0.00846
10.976	0.00805
10.977	0.00766
10.978	0.00727
10.979	0.00688
10.980	0.00648
10.981	0.00608
10.982	0.00569
10.983	0.00530
10.984	0.00493
10.985	0.00457
10.986	0.00423
10.987	0.00392
10.988	0.00362
10.989	0.00336
10.990	0.00313
10.991	0.00292
10.992	0.00272
10.993	0.00254
10.994	0.00239
10.995	0.00225
10.996	0.00213
10.997	0.00202
10.998	0.00194
10.999	0.00187
11.000	0.00182
