#Lambda	Flux
5.764	0.03870
5.765	0.04795
5.766	0.05217
5.767	0.05080
5.768	0.04129
5.769	0.02845
5.770	0.01410
5.771	0.00435
5.772	-0.00108
5.773	-0.00194
5.774	-0.00142
5.775	-0.00091
5.776	-0.00130
5.777	-0.00210
5.778	-0.00214
5.779	-0.00159
5.780	-0.00040
5.781	0.00035
5.782	0.00062
5.783	0.00018
5.784	-0.00058
5.785	-0.00150
5.786	-0.00243
5.787	-0.00337
5.788	-0.00439
5.789	-0.00529
5.790	-0.00598
5.791	-0.00629
5.792	-0.00618
5.793	-0.00556
5.794	-0.00450
5.795	-0.00302
5.796	-0.00150
5.797	-0.00005
5.798	0.00091
5.799	0.00154
5.800	0.00187
5.801	0.00248
5.802	0.00347
5.803	0.00518
5.804	0.00724
5.805	0.00951
5.806	0.01109
5.807	0.01176
5.808	0.01096
5.809	0.00905
5.810	0.00618
5.811	0.00339
5.812	0.00096
5.813	-0.00080
5.814	-0.00195
5.815	-0.00282
5.816	-0.00207
5.817	0.00075
5.818	0.00785
5.819	0.01827
5.820	0.03099
5.821	0.04116
5.822	0.04618
5.823	0.04301
5.824	0.03258
5.825	0.01824
5.826	0.00359
5.827	-0.00809
5.828	-0.01539
5.829	-0.01811
5.830	-0.01719
5.831	-0.01324
5.832	-0.00685
5.833	0.00043
5.834	0.00805
5.835	0.01341
5.836	0.01646
5.837	0.01642
5.838	0.01473
5.839	0.01194
5.840	0.00970
5.841	0.00814
5.842	0.00756
5.843	0.00762
5.844	0.00811
5.845	0.00880
5.846	0.00963
5.847	0.01039
5.848	0.01107
5.849	0.01160
5.850	0.01208
5.851	0.01253
5.852	0.01294
5.853	0.01325
5.854	0.01321
5.855	0.01284
5.856	0.01203
5.857	0.01133
5.858	0.01084
5.859	0.01092
5.860	0.01135
5.861	0.01203
5.862	0.01232
5.863	0.01198
5.864	0.01053
5.865	0.00817
5.866	0.00534
5.867	0.00276
5.868	0.00115
5.869	0.00038
5.870	0.00036
5.871	-0.00008
5.872	-0.00097
5.873	-0.00251
5.874	-0.00464
5.875	-0.00721
5.876	-0.01224
5.877	-0.02000
5.878	-0.03227
5.879	-0.04574
5.880	-0.05805
5.881	-0.06311
5.882	-0.05891
5.883	-0.04656
5.884	-0.02867
5.885	-0.01264
5.886	-0.00026
5.887	0.00528
5.888	0.00771
5.889	0.00771
5.890	0.00873
5.891	0.01041
5.892	0.01267
5.893	0.01548
5.894	0.01881
5.895	0.02313
5.896	0.02820
5.897	0.03197
5.898	0.03347
5.899	0.03039
5.900	0.02434
5.901	0.01546
5.902	0.00748
5.903	0.00081
5.904	-0.00321
5.905	-0.00537
5.906	-0.00631
5.907	-0.00652
5.908	-0.00626
5.909	-0.00548
5.910	-0.00429
5.911	-0.00313
5.912	-0.00207
5.913	-0.00139
5.914	-0.00063
5.915	0.00030
5.916	0.00227
5.917	0.00526
5.918	0.00935
5.919	0.01388
5.920	0.01832
5.921	0.02154
5.922	0.02313
5.923	0.02258
5.924	0.02007
5.925	0.01616
5.926	0.01150
5.927	0.00691
5.928	0.00281
5.929	-0.00054
5.930	-0.00346
5.931	-0.00615
5.932	-0.00972
5.933	-0.01464
5.934	-0.02211
5.935	-0.03105
5.936	-0.04148
5.937	-0.04942
5.938	-0.05427
5.939	-0.05316
5.940	-0.04770
5.941	-0.03926
5.942	-0.03133
5.943	-0.02608
5.944	-0.02419
5.945	-0.02571
5.946	-0.02797
5.947	-0.03060
5.948	-0.03203
5.949	-0.03267
5.950	-0.03257
5.951	-0.03152
5.952	-0.02947
5.953	-0.02564
5.954	-0.02017
5.955	-0.01333
5.956	-0.00603
5.957	0.00069
5.958	0.00624
5.959	0.01023
5.960	0.01305
5.961	0.01478
5.962	0.01607
5.963	0.01673
5.964	0.01673
5.965	0.01539
5.966	0.01227
5.967	0.00705
5.968	-0.00034
5.969	-0.00888
5.970	-0.01811
5.971	-0.02638
5.972	-0.03349
5.973	-0.03870
5.974	-0.04265
5.975	-0.04548
5.976	-0.04782
5.977	-0.04964
5.978	-0.05012
5.979	-0.04872
5.980	-0.04391
5.981	-0.03602
5.982	-0.02461
5.983	-0.01164
5.984	0.00248
5.985	0.01552
5.986	0.02710
5.987	0.03537
5.988	0.04005
5.989	0.03987
5.990	0.03558
5.991	0.02686
5.992	0.01716
5.993	0.00714
5.994	0.00065
5.995	-0.00232
5.996	-0.00121
5.997	0.00259
5.998	0.00735
5.999	0.01180
6.000	0.01487
6.001	0.01648
6.002	0.01650
6.003	0.01538
6.004	0.01312
6.005	0.00982
6.006	0.00561
6.007	0.00049
6.008	-0.00468
6.009	-0.00964
6.010	-0.01272
6.011	-0.01357
6.012	-0.01084
6.013	-0.00470
6.014	0.00433
6.015	0.01498
6.016	0.02523
6.017	0.03337
6.018	0.03775
6.019	0.03825
6.020	0.03453
6.021	0.02895
6.022	0.02188
6.023	0.01578
6.024	0.01074
6.025	0.00782
6.026	0.00670
6.027	0.00749
6.028	0.00944
6.029	0.01241
6.030	0.01517
6.031	0.01753
6.032	0.01836
6.033	0.01767
6.034	0.01513
6.035	0.01117
6.036	0.00611
6.037	0.00073
6.038	-0.00454
6.039	-0.00891
6.040	-0.01216
6.041	-0.01353
6.042	-0.01279
6.043	-0.00810
6.044	0.00060
6.045	0.01492
6.046	0.03209
6.047	0.05078
6.048	0.06506
6.049	0.07183
6.050	0.06950
6.051	0.05725
6.052	0.04266
6.053	0.02679
6.054	0.01753
6.055	0.01344
6.056	0.01456
6.057	0.01766
6.058	0.01933
6.059	0.01933
6.060	0.01661
6.061	0.01407
6.062	0.01220
6.063	0.01162
6.064	0.01202
6.065	0.01086
6.066	0.00798
6.067	0.00153
6.068	-0.00660
6.069	-0.01549
6.070	-0.02190
6.071	-0.02393
6.072	-0.02096
6.073	-0.01237
6.074	-0.00188
6.075	0.01002
6.076	0.01895
6.077	0.02501
6.078	0.02685
6.079	0.02554
6.080	0.02214
6.081	0.01756
6.082	0.01271
6.083	0.00791
6.084	0.00345
6.085	-0.00088
6.086	-0.00509
6.087	-0.00905
6.088	-0.01267
6.089	-0.01532
6.090	-0.01683
6.091	-0.01640
6.092	-0.01430
6.093	-0.01036
6.094	-0.00561
6.095	-0.00045
6.096	0.00394
6.097	0.00719
6.098	0.00875
6.099	0.00854
6.100	0.00724
6.101	0.00501
6.102	0.00302
6.103	0.00152
6.104	0.00170
6.105	0.00339
6.106	0.00697
6.107	0.01159
6.108	0.01703
6.109	0.02189
6.110	0.02573
6.111	0.02739
6.112	0.02662
6.113	0.02346
6.114	0.01805
6.115	0.01190
6.116	0.00531
6.117	0.00007
6.118	-0.00391
6.119	-0.00598
6.120	-0.00672
6.121	-0.00645
6.122	-0.00573
6.123	-0.00494
6.124	-0.00413
6.125	-0.00336
6.126	-0.00256
6.127	-0.00173
6.128	-0.00105
6.129	-0.00055
6.130	-0.00040
6.131	-0.00056
6.132	-0.00092
6.133	-0.00145
6.134	-0.00202
6.135	-0.00277
6.136	-0.00382
6.137	-0.00529
6.138	-0.00737
6.139	-0.00961
6.140	-0.01202
6.141	-0.01355
6.142	-0.01407
6.143	-0.01290
6.144	-0.01006
6.145	-0.00613
6.146	-0.00133
6.147	0.00292
6.148	0.00662
6.149	0.00904
6.150	0.01049
6.151	0.01112
6.152	0.01132
6.153	0.01150
6.154	0.01184
6.155	0.01259
6.156	0.01351
6.157	0.01463
6.158	0.01538
6.159	0.01569
6.160	0.01504
6.161	0.01340
6.162	0.01103
6.163	0.00806
6.164	0.00538
6.165	0.00303
6.166	0.00161
6.167	0.00088
6.168	0.00066
6.169	0.00076
6.170	0.00079
6.171	0.00086
6.172	0.00094
6.173	0.00125
6.174	0.00195
6.175	0.00300
6.176	0.00443
6.177	0.00603
6.178	0.00779
6.179	0.00942
6.180	0.01089
6.181	0.01208
6.182	0.01298
6.183	0.01353
6.184	0.01376
6.185	0.01372
6.186	0.01341
6.187	0.01290
6.188	0.01220
6.189	0.01138
6.190	0.01047
6.191	0.00950
6.192	0.00854
6.193	0.00765
6.194	0.00687
6.195	0.00624
6.196	0.00571
6.197	0.00531
6.198	0.00491
6.199	0.00448
6.200	0.00397
6.201	0.00336
6.202	0.00269
6.203	0.00194
6.204	0.00129
6.205	0.00075
6.206	0.00052
6.207	0.00059
6.208	0.00107
6.209	0.00189
6.210	0.00280
6.211	0.00371
6.212	0.00431
6.213	0.00458
6.214	0.00429
6.215	0.00367
6.216	0.00288
6.217	0.00211
6.218	0.00160
6.219	0.00135
6.220	0.00148
6.221	0.00173
6.222	0.00200
6.223	0.00208
6.224	0.00184
6.225	0.00132
6.226	0.00052
6.227	-0.00041
6.228	-0.00144
6.229	-0.00251
6.230	-0.00359
6.231	-0.00482
6.232	-0.00620
6.233	-0.00779
6.234	-0.00957
6.235	-0.01128
6.236	-0.01287
6.237	-0.01389
6.238	-0.01433
6.239	-0.01403
6.240	-0.01307
6.241	-0.01160
6.242	-0.00972
6.243	-0.00774
6.244	-0.00564
6.245	-0.00357
6.246	-0.00151
6.247	0.00053
6.248	0.00253
6.249	0.00451
6.250	0.00634
6.251	0.00789
6.252	0.00908
6.253	0.00981
6.254	0.01015
6.255	0.01013
6.256	0.00981
6.257	0.00924
6.258	0.00839
6.259	0.00728
6.260	0.00586
6.261	0.00407
6.262	0.00209
6.263	-0.00010
6.264	-0.00211
6.265	-0.00388
6.266	-0.00505
6.267	-0.00556
6.268	-0.00537
6.269	-0.00443
6.270	-0.00312
6.271	-0.00147
6.272	0.00009
6.273	0.00152
6.274	0.00260
6.275	0.00331
6.276	0.00372
6.277	0.00383
6.278	0.00382
6.279	0.00368
6.280	0.00356
6.281	0.00345
6.282	0.00335
6.283	0.00326
6.284	0.00308
6.285	0.00282
6.286	0.00231
6.287	0.00160
6.288	0.00073
6.289	-0.00023
6.290	-0.00099
6.291	-0.00150
6.292	-0.00135
6.293	-0.00057
6.294	0.00100
6.295	0.00325
6.296	0.00595
6.297	0.00896
6.298	0.01182
6.299	0.01442
6.300	0.01618
6.301	0.01712
6.302	0.01689
6.303	0.01564
6.304	0.01346
6.305	0.01061
6.306	0.00767
6.307	0.00484
6.308	0.00285
6.309	0.00160
6.310	0.00145
6.311	0.00203
6.312	0.00296
6.313	0.00392
6.314	0.00414
6.315	0.00366
6.316	0.00203
6.317	-0.00033
6.318	-0.00303
6.319	-0.00570
6.320	-0.00754
6.321	-0.00851
6.322	-0.00806
6.323	-0.00653
6.324	-0.00409
6.325	-0.00114
6.326	0.00168
6.327	0.00423
6.328	0.00597
6.329	0.00701
6.330	0.00725
6.331	0.00682
6.332	0.00589
6.333	0.00455
6.334	0.00304
6.335	0.00148
6.336	0.00024
6.337	-0.00070
6.338	-0.00109
6.339	-0.00111
6.340	-0.00088
6.341	-0.00055
6.342	-0.00049
6.343	-0.00064
6.344	-0.00111
6.345	-0.00171
6.346	-0.00213
6.347	-0.00235
6.348	-0.00209
6.349	-0.00152
6.350	-0.00077
6.351	0.00008
6.352	0.00075
6.353	0.00127
6.354	0.00151
6.355	0.00158
6.356	0.00171
6.357	0.00193
6.358	0.00262
6.359	0.00371
6.360	0.00529
6.361	0.00726
6.362	0.00941
6.363	0.01163
6.364	0.01334
6.365	0.01444
6.366	0.01379
6.367	0.01146
6.368	0.00673
6.369	-0.00016
6.370	-0.00787
6.371	-0.01630
6.372	-0.02257
6.373	-0.02681
6.374	-0.02777
6.375	-0.02548
6.376	-0.02177
6.377	-0.01658
6.378	-0.01210
6.379	-0.00839
6.380	-0.00553
6.381	-0.00363
6.382	-0.00171
6.383	0.00031
6.384	0.00237
6.385	0.00455
6.386	0.00618
6.387	0.00719
6.388	0.00723
6.389	0.00611
6.390	0.00428
6.391	0.00170
6.392	-0.00091
6.393	-0.00329
6.394	-0.00533
6.395	-0.00685
6.396	-0.00807
6.397	-0.00912
6.398	-0.00985
6.399	-0.01010
6.400	-0.01006
6.401	-0.00956
6.402	-0.00939
6.403	-0.01050
6.404	-0.01253
6.405	-0.01590
6.406	-0.01945
6.407	-0.02111
6.408	-0.02159
6.409	-0.02040
6.410	-0.01924
6.411	-0.02296
6.412	-0.03076
6.413	-0.04469
6.414	-0.06286
6.415	-0.07711
6.416	-0.08772
6.417	-0.08700
6.418	-0.07589
6.419	-0.05943
6.420	-0.03740
6.421	-0.01957
6.422	-0.00611
6.423	0.00238
6.424	0.00522
6.425	0.00768
6.426	0.01042
6.427	0.01419
6.428	0.01988
6.429	0.02465
6.430	0.02782
6.431	0.02879
6.432	0.02663
6.433	0.02290
6.434	0.01807
6.435	0.01305
6.436	0.00884
6.437	0.00539
6.438	0.00315
6.439	0.00193
6.440	0.00173
6.441	0.00247
6.442	0.00399
6.443	0.00632
6.444	0.00950
6.445	0.01347
6.446	0.01811
6.447	0.02333
6.448	0.02793
6.449	0.03198
6.450	0.03371
6.451	0.03314
6.452	0.03002
6.453	0.02412
6.454	0.01712
6.455	0.00894
6.456	0.00156
6.457	-0.00452
6.458	-0.00887
6.459	-0.01096
6.460	-0.01147
6.461	-0.01057
6.462	-0.00866
6.463	-0.00624
6.464	-0.00311
6.465	0.00077
6.466	0.00540
6.467	0.01093
6.468	0.01709
6.469	0.02324
6.470	0.02928
6.471	0.03390
6.472	0.03721
6.473	0.03841
6.474	0.03751
6.475	0.03507
6.476	0.03093
6.477	0.02661
6.478	0.02218
6.479	0.01842
6.480	0.01590
6.481	0.01343
6.482	0.01084
6.483	0.00736
6.484	0.00174
6.485	-0.00437
6.486	-0.01025
6.487	-0.01444
6.488	-0.01337
6.489	-0.00808
6.490	0.00201
6.491	0.01574
6.492	0.02747
6.493	0.03758
6.494	0.04098
6.495	0.03774
6.496	0.02971
6.497	0.01628
6.498	0.00289
6.499	-0.00992
6.500	-0.01974
6.501	-0.02518
6.502	-0.02726
6.503	-0.02564
6.504	-0.02183
6.505	-0.01709
6.506	-0.01171
6.507	-0.00707
6.508	-0.00281
6.509	0.00102
6.510	0.00455
6.511	0.00855
6.512	0.01294
6.513	0.01724
6.514	0.02159
6.515	0.02391
6.516	0.02410
6.517	0.02137
6.518	0.01498
6.519	0.00686
6.520	-0.00282
6.521	-0.01223
6.522	-0.01963
6.523	-0.02525
6.524	-0.02808
6.525	-0.02885
6.526	-0.02861
6.527	-0.02735
6.528	-0.02627
6.529	-0.02524
6.530	-0.02436
6.531	-0.02365
6.532	-0.02284
6.533	-0.02188
6.534	-0.02093
6.535	-0.01998
6.536	-0.01918
6.537	-0.01861
6.538	-0.01830
6.539	-0.01833
6.540	-0.01866
6.541	-0.01927
6.542	-0.02011
6.543	-0.02096
6.544	-0.02184
6.545	-0.02237
6.546	-0.02260
6.547	-0.02231
6.548	-0.02150
6.549	-0.02008
6.550	-0.01806
6.551	-0.01523
6.552	-0.01145
6.553	-0.00672
6.554	-0.00086
6.555	0.00590
6.556	0.01332
6.557	0.02126
6.558	0.02891
6.559	0.03636
6.560	0.04318
6.561	0.04936
6.562	0.05515
6.563	0.06054
6.564	0.06571
6.565	0.07092
6.566	0.07558
6.567	0.07963
6.568	0.08242
6.569	0.08295
6.570	0.08139
6.571	0.07707
6.572	0.07031
6.573	0.06241
6.574	0.05322
6.575	0.04485
6.576	0.03735
6.577	0.03117
6.578	0.02672
6.579	0.02306
6.580	0.01993
6.581	0.01700
6.582	0.01363
6.583	0.01013
6.584	0.00663
6.585	0.00325
6.586	0.00080
6.587	-0.00081
6.588	-0.00094
6.589	0.00046
6.590	0.00329
6.591	0.00780
6.592	0.01307
6.593	0.01898
6.594	0.02466
6.595	0.02892
6.596	0.03192
6.597	0.03285
6.598	0.03198
6.599	0.03000
6.600	0.02680
6.601	0.02359
6.602	0.02034
6.603	0.01773
6.604	0.01593
6.605	0.01516
6.606	0.01562
6.607	0.01742
6.608	0.02113
6.609	0.02636
6.610	0.03245
6.611	0.03939
6.612	0.04486
6.613	0.04890
6.614	0.05110
6.615	0.05100
6.616	0.04997
6.617	0.04865
6.618	0.04691
6.619	0.04501
6.620	0.04276
6.621	0.03953
6.622	0.03566
6.623	0.03343
6.624	0.03269
6.625	0.03404
6.626	0.03857
6.627	0.04180
6.628	0.04131
6.629	0.03915
6.630	0.03318
6.631	0.02929
6.632	0.04043
6.633	0.06443
6.634	0.10875
6.635	0.17444
6.636	0.23759
6.637	0.30016
6.638	0.34056
6.639	0.34566
6.640	0.32583
6.641	0.27976
6.642	0.21728
6.643	0.16279
6.644	0.11225
6.645	0.07682
6.646	0.05671
6.647	0.04164
6.648	0.03105
6.649	0.02171
6.650	0.01022
6.651	0.00023
6.652	-0.00542
6.653	-0.00758
6.654	-0.00540
6.655	0.00071
6.656	0.00627
6.657	0.01141
6.658	0.01515
6.659	0.01669
6.660	0.01773
6.661	0.01912
6.662	0.02072
6.663	0.02312
6.664	0.02599
6.665	0.02860
6.666	0.03102
6.667	0.03274
6.668	0.03376
6.669	0.03380
6.670	0.03262
6.671	0.03046
6.672	0.02719
6.673	0.02321
6.674	0.01954
6.675	0.01601
6.676	0.01294
6.677	0.01049
6.678	0.00737
6.679	0.00346
6.680	-0.00170
6.681	-0.00901
6.682	-0.01733
6.683	-0.02558
6.684	-0.03358
6.685	-0.03833
6.686	-0.04008
6.687	-0.03871
6.688	-0.03360
6.689	-0.02704
6.690	-0.01977
6.691	-0.01239
6.692	-0.00653
6.693	-0.00168
6.694	0.00211
6.695	0.00483
6.696	0.00705
6.697	0.00871
6.698	0.01031
6.699	0.01186
6.700	0.01388
6.701	0.01716
6.702	0.02147
6.703	0.02707
6.704	0.03394
6.705	0.04013
6.706	0.04593
6.707	0.04933
6.708	0.04932
6.709	0.04644
6.710	0.04022
6.711	0.03145
6.712	0.02227
6.713	0.01235
6.714	0.00414
6.715	-0.00224
6.716	-0.00656
6.717	-0.00826
6.718	-0.00819
6.719	-0.00687
6.720	-0.00445
6.721	-0.00212
6.722	0.00030
6.723	0.00233
6.724	0.00388
6.725	0.00514
6.726	0.00614
6.727	0.00687
6.728	0.00731
6.729	0.00747
6.730	0.00731
6.731	0.00682
6.732	0.00620
6.733	0.00542
6.734	0.00468
6.735	0.00409
6.736	0.00361
6.737	0.00330
6.738	0.00313
6.739	0.00294
6.740	0.00275
6.741	0.00246
6.742	0.00206
6.743	0.00147
6.744	0.00061
6.745	-0.00052
6.746	-0.00198
6.747	-0.00376
6.748	-0.00567
6.749	-0.00776
6.750	-0.00974
6.751	-0.01154
6.752	-0.01308
6.753	-0.01419
6.754	-0.01492
6.755	-0.01529
6.756	-0.01529
6.757	-0.01499
6.758	-0.01438
6.759	-0.01358
6.760	-0.01265
6.761	-0.01159
6.762	-0.01049
6.763	-0.00932
6.764	-0.00782
6.765	-0.00606
6.766	-0.00365
6.767	-0.00037
6.768	0.00354
6.769	0.00815
6.770	0.01322
6.771	0.01780
6.772	0.02204
6.773	0.02507
6.774	0.02669
6.775	0.02708
6.776	0.02609
6.777	0.02399
6.778	0.02134
6.779	0.01803
6.780	0.01447
6.781	0.01070
6.782	0.00670
6.783	0.00240
6.784	-0.00199
6.785	-0.00631
6.786	-0.01050
6.787	-0.01368
6.788	-0.01598
6.789	-0.01690
6.790	-0.01607
6.791	-0.01412
6.792	-0.01132
6.793	-0.00787
6.794	-0.00518
6.795	-0.00305
6.796	-0.00193
6.797	-0.00217
6.798	-0.00300
6.799	-0.00406
6.800	-0.00523
6.801	-0.00565
6.802	-0.00547
6.803	-0.00486
6.804	-0.00374
6.805	-0.00247
6.806	-0.00129
6.807	-0.00015
6.808	0.00074
6.809	0.00144
6.810	0.00197
6.811	0.00234
6.812	0.00258
6.813	0.00265
6.814	0.00265
6.815	0.00274
6.816	0.00290
6.817	0.00323
6.818	0.00379
6.819	0.00431
6.820	0.00472
6.821	0.00492
6.822	0.00462
6.823	0.00392
6.824	0.00293
6.825	0.00156
6.826	0.00035
6.827	-0.00053
6.828	-0.00105
6.829	-0.00097
6.830	-0.00038
6.831	0.00048
6.832	0.00169
6.833	0.00283
6.834	0.00377
6.835	0.00447
6.836	0.00468
6.837	0.00448
6.838	0.00403
6.839	0.00324
6.840	0.00247
6.841	0.00176
6.842	0.00126
6.843	0.00126
6.844	0.00169
6.845	0.00269
6.846	0.00429
6.847	0.00639
6.848	0.00900
6.849	0.01203
6.850	0.01531
6.851	0.01888
6.852	0.02223
6.853	0.02547
6.854	0.02811
6.855	0.02994
6.856	0.03091
6.857	0.03065
6.858	0.02923
6.859	0.02691
6.860	0.02354
6.861	0.01972
6.862	0.01572
6.863	0.01161
6.864	0.00799
6.865	0.00474
6.866	0.00202
6.867	-0.00011
6.868	-0.00177
6.869	-0.00299
6.870	-0.00379
6.871	-0.00429
6.872	-0.00445
6.873	-0.00436
6.874	-0.00403
6.875	-0.00349
6.876	-0.00283
6.877	-0.00202
6.878	-0.00111
6.879	-0.00010
6.880	0.00104
6.881	0.00232
6.882	0.00373
6.883	0.00529
6.884	0.00699
6.885	0.00866
6.886	0.01039
6.887	0.01188
6.888	0.01300
6.889	0.01373
6.890	0.01381
6.891	0.01329
6.892	0.01221
6.893	0.01052
6.894	0.00840
6.895	0.00595
6.896	0.00320
6.897	0.00046
6.898	-0.00237
6.899	-0.00477
6.900	-0.00666
6.901	-0.00783
6.902	-0.00774
6.903	-0.00654
6.904	-0.00432
6.905	-0.00085
6.906	0.00303
6.907	0.00693
6.908	0.01077
6.909	0.01365
6.910	0.01572
6.911	0.01690
6.912	0.01701
6.913	0.01644
6.914	0.01550
6.915	0.01414
6.916	0.01275
6.917	0.01130
6.918	0.00992
6.919	0.00867
6.920	0.00756
6.921	0.00672
6.922	0.00612
6.923	0.00577
6.924	0.00573
6.925	0.00588
6.926	0.00614
6.927	0.00651
6.928	0.00670
6.929	0.00675
6.930	0.00651
6.931	0.00588
6.932	0.00491
6.933	0.00362
6.934	0.00199
6.935	0.00031
6.936	-0.00145
6.937	-0.00307
6.938	-0.00427
6.939	-0.00513
6.940	-0.00547
6.941	-0.00527
6.942	-0.00465
6.943	-0.00363
6.944	-0.00227
6.945	-0.00077
6.946	0.00090
6.947	0.00260
6.948	0.00432
6.949	0.00603
6.950	0.00770
6.951	0.00933
6.952	0.01083
6.953	0.01224
6.954	0.01346
6.955	0.01442
6.956	0.01514
6.957	0.01562
6.958	0.01582
6.959	0.01585
6.960	0.01572
6.961	0.01546
6.962	0.01517
6.963	0.01482
6.964	0.01440
6.965	0.01392
6.966	0.01330
6.967	0.01246
6.968	0.01142
6.969	0.01019
6.970	0.00870
6.971	0.00716
6.972	0.00562
6.973	0.00411
6.974	0.00287
6.975	0.00185
6.976	0.00111
6.977	0.00071
6.978	0.00057
6.979	0.00057
6.980	0.00074
6.981	0.00094
6.982	0.00117
6.983	0.00140
6.984	0.00160
6.985	0.00178
6.986	0.00201
6.987	0.00229
6.988	0.00266
6.989	0.00317
6.990	0.00378
6.991	0.00450
6.992	0.00535
6.993	0.00624
6.994	0.00717
6.995	0.00811
6.996	0.00891
6.997	0.00962
6.998	0.01018
6.999	0.01057
7.000	0.01082
7.001	0.01092
7.002	0.01088
7.003	0.01071
7.004	0.01042
7.005	0.01000
7.006	0.00945
7.007	0.00878
7.008	0.00802
7.009	0.00718
7.010	0.00624
7.011	0.00522
7.012	0.00409
7.013	0.00281
7.014	0.00133
7.015	-0.00017
7.016	-0.00169
7.017	-0.00311
7.018	-0.00401
7.019	-0.00445
7.020	-0.00427
7.021	-0.00326
7.022	-0.00167
7.023	0.00015
7.024	0.00234
7.025	0.00432
7.026	0.00593
7.027	0.00718
7.028	0.00786
7.029	0.00799
7.030	0.00781
7.031	0.00728
7.032	0.00655
7.033	0.00579
7.034	0.00495
7.035	0.00432
7.036	0.00386
7.037	0.00376
7.038	0.00428
7.039	0.00534
7.040	0.00717
7.041	0.00988
7.042	0.01321
7.043	0.01706
7.044	0.02141
7.045	0.02551
7.046	0.02949
7.047	0.03291
7.048	0.03526
7.049	0.03674
7.050	0.03734
7.051	0.03692
7.052	0.03595
7.053	0.03478
7.054	0.03330
7.055	0.03193
7.056	0.03070
7.057	0.02948
7.058	0.02825
7.059	0.02702
7.060	0.02567
7.061	0.02416
7.062	0.02266
7.063	0.02127
7.064	0.01998
7.065	0.01897
7.066	0.01826
7.067	0.01775
7.068	0.01745
7.069	0.01731
7.070	0.01705
7.071	0.01672
7.072	0.01617
7.073	0.01529
7.074	0.01414
7.075	0.01269
7.076	0.01092
7.077	0.00898
7.078	0.00693
7.079	0.00481
7.080	0.00291
7.081	0.00120
7.082	-0.00019
7.083	-0.00110
7.084	-0.00163
7.085	-0.00185
7.086	-0.00172
7.087	-0.00141
7.088	-0.00106
7.089	-0.00063
7.090	-0.00030
7.091	-0.00009
7.092	0.00006
7.093	0.00019
7.094	0.00028
7.095	0.00048
7.096	0.00077
7.097	0.00119
7.098	0.00180
7.099	0.00257
7.100	0.00337
7.101	0.00424
7.102	0.00509
7.103	0.00581
7.104	0.00644
7.105	0.00689
7.106	0.00718
7.107	0.00726
7.108	0.00708
7.109	0.00667
7.110	0.00594
7.111	0.00486
7.112	0.00346
7.113	0.00175
7.114	-0.00029
7.115	-0.00242
7.116	-0.00466
7.117	-0.00686
7.118	-0.00875
7.119	-0.01042
7.120	-0.01161
7.121	-0.01224
7.122	-0.01236
7.123	-0.01196
7.124	-0.01099
7.125	-0.00967
7.126	-0.00803
7.127	-0.00611
7.128	-0.00418
7.129	-0.00216
7.130	-0.00019
7.131	0.00167
7.132	0.00345
7.133	0.00508
7.134	0.00658
7.135	0.00792
7.136	0.00907
7.137	0.01004
7.138	0.01076
7.139	0.01122
7.140	0.01139
7.141	0.01121
7.142	0.01069
7.143	0.00988
7.144	0.00872
7.145	0.00735
7.146	0.00596
7.147	0.00446
7.148	0.00323
7.149	0.00236
7.150	0.00183
7.151	0.00180
7.152	0.00228
7.153	0.00308
7.154	0.00416
7.155	0.00548
7.156	0.00674
7.157	0.00799
7.158	0.00918
7.159	0.01027
7.160	0.01128
7.161	0.01207
7.162	0.01273
7.163	0.01302
7.164	0.01267
7.165	0.01177
7.166	0.01024
7.167	0.00791
7.168	0.00510
7.169	0.00218
7.170	-0.00102
7.171	-0.00386
7.172	-0.00609
7.173	-0.00782
7.174	-0.00884
7.175	-0.00910
7.176	-0.00888
7.177	-0.00832
7.178	-0.00739
7.179	-0.00645
7.180	-0.00550
7.181	-0.00457
7.182	-0.00377
7.183	-0.00307
7.184	-0.00245
7.185	-0.00190
7.186	-0.00143
7.187	-0.00101
7.188	-0.00065
7.189	-0.00035
7.190	-0.00012
7.191	0.00003
7.192	0.00007
7.193	0.00000
7.194	-0.00017
7.195	-0.00040
7.196	-0.00071
7.197	-0.00103
7.198	-0.00136
7.199	-0.00166
7.200	-0.00188
7.201	-0.00204
7.202	-0.00210
7.203	-0.00205
7.204	-0.00188
7.205	-0.00158
7.206	-0.00113
7.207	-0.00056
7.208	0.00015
7.209	0.00098
7.210	0.00184
7.211	0.00275
7.212	0.00363
7.213	0.00434
7.214	0.00493
7.215	0.00532
7.216	0.00542
7.217	0.00530
7.218	0.00501
7.219	0.00451
7.220	0.00392
7.221	0.00330
7.222	0.00264
7.223	0.00212
7.224	0.00175
7.225	0.00150
7.226	0.00139
7.227	0.00142
7.228	0.00150
7.229	0.00159
7.230	0.00170
7.231	0.00179
7.232	0.00183
7.233	0.00190
7.234	0.00205
7.235	0.00226
7.236	0.00260
7.237	0.00312
7.238	0.00373
7.239	0.00433
7.240	0.00497
7.241	0.00545
7.242	0.00565
7.243	0.00562
7.244	0.00518
7.245	0.00428
7.246	0.00303
7.247	0.00151
7.248	-0.00035
7.249	-0.00219
7.250	-0.00395
7.251	-0.00558
7.252	-0.00671
7.253	-0.00739
7.254	-0.00756
7.255	-0.00712
7.256	-0.00611
7.257	-0.00473
7.258	-0.00290
7.259	-0.00080
7.260	0.00125
