#Lambda	Flux
10.903	0.01796
10.904	0.01807
10.905	0.01810
10.906	0.01802
10.907	0.01783
10.908	0.01753
10.909	0.01716
10.910	0.01673
10.911	0.01625
10.912	0.01571
10.913	0.01510
10.914	0.01442
10.915	0.01370
10.916	0.01296
10.917	0.01221
10.918	0.01144
10.919	0.01063
10.920	0.00980
10.921	0.00896
10.922	0.00811
10.923	0.00727
10.924	0.00642
10.925	0.00557
10.926	0.00472
10.927	0.00386
10.928	0.00301
10.929	0.00216
10.930	0.00132
10.931	0.00047
10.932	-0.00038
10.933	-0.00121
10.934	-0.00203
10.935	-0.00281
10.936	-0.00360
10.937	-0.00440
10.938	-0.00518
10.939	-0.00591
10.940	-0.00657
10.941	-0.00712
10.942	-0.00762
10.943	-0.00807
10.944	-0.00845
10.945	-0.00872
10.946	-0.00885
10.947	-0.00881
10.948	-0.00862
10.949	-0.00831
10.950	-0.00785
10.951	-0.00725
10.952	-0.00649
10.953	-0.00555
10.954	-0.00441
10.955	-0.00307
10.956	-0.00158
10.957	0.00003
10.958	0.00172
10.959	0.00346
10.960	0.00533
10.961	0.00735
10.962	0.00945
10.963	0.01155
10.964	0.01359
10.965	0.01549
10.966	0.01733
10.967	0.01917
10.968	0.02094
10.969	0.02258
10.970	0.02404
10.971	0.02526
10.972	0.02625
10.973	0.02707
10.974	0.02770
10.975	0.02816
10.976	0.02844
10.977	0.02854
10.978	0.02841
10.979	0.02806
10.980	0.02753
10.981	0.02687
10.982	0.02613
10.983	0.02537
10.984	0.02453
10.985	0.02355
10.986	0.02249
10.987	0.02141
10.988	0.02037
10.989	0.01942
10.990	0.01853
10.991	0.01767
10.992	0.01683
10.993	0.01605
10.994	0.01534
10.995	0.01472
10.996	0.01419
10.997	0.01376
10.998	0.01340
10.999	0.01309
11.000	0.01282
11.001	0.01257
11.002	0.01235
11.003	0.01220
11.004	0.01209
11.005	0.01200
11.006	0.01188
11.007	0.01173
11.008	0.01154
11.009	0.01133
11.010	0.01111
11.011	0.01086
11.012	0.01060
11.013	0.01032
11.014	0.01000
11.015	0.00965
11.016	0.00928
11.017	0.00889
11.018	0.00852
11.019	0.00816
11.020	0.00781
11.021	0.00747
11.022	0.00713
11.023	0.00681
11.024	0.00651
11.025	0.00626
11.026	0.00605
11.027	0.00587
11.028	0.00574
11.029	0.00563
11.030	0.00554
11.031	0.00548
11.032	0.00544
11.033	0.00544
11.034	0.00547
11.035	0.00551
11.036	0.00556
11.037	0.00559
11.038	0.00561
11.039	0.00563
11.040	0.00565
11.041	0.00567
11.042	0.00566
11.043	0.00561
11.044	0.00551
11.045	0.00538
11.046	0.00522
11.047	0.00502
11.048	0.00479
11.049	0.00454
11.050	0.00426
11.051	0.00393
11.052	0.00356
11.053	0.00317
11.054	0.00277
11.055	0.00237
11.056	0.00199
11.057	0.00160
11.058	0.00119
11.059	0.00080
11.060	0.00042
11.061	0.00008
11.062	-0.00020
11.063	-0.00044
11.064	-0.00066
11.065	-0.00083
11.066	-0.00096
11.067	-0.00102
11.068	-0.00103
11.069	-0.00096
11.070	-0.00082
11.071	-0.00063
11.072	-0.00038
11.073	-0.00010
11.074	0.00022
11.075	0.00058
11.076	0.00100
11.077	0.00147
11.078	0.00195
11.079	0.00245
11.080	0.00292
11.081	0.00338
11.082	0.00385
11.083	0.00433
11.084	0.00480
11.085	0.00524
11.086	0.00563
11.087	0.00597
11.088	0.00627
11.089	0.00655
11.090	0.00679
11.091	0.00698
11.092	0.00712
11.093	0.00720
11.094	0.00722
11.095	0.00718
11.096	0.00709
11.097	0.00697
11.098	0.00682
11.099	0.00666
11.100	0.00646
11.101	0.00622
11.102	0.00595
11.103	0.00567
11.104	0.00539
11.105	0.00514
11.106	0.00488
11.107	0.00460
11.108	0.00433
11.109	0.00408
11.110	0.00385
11.111	0.00367
11.112	0.00352
11.113	0.00340
11.114	0.00331
11.115	0.00325
11.116	0.00322
11.117	0.00323
11.118	0.00328
11.119	0.00337
11.120	0.00350
11.121	0.00366
11.122	0.00385
11.123	0.00408
11.124	0.00434
11.125	0.00465
11.126	0.00499
11.127	0.00536
11.128	0.00576
11.129	0.00618
11.130	0.00661
11.131	0.00707
11.132	0.00756
11.133	0.00806
11.134	0.00858
11.135	0.00911
11.136	0.00964
11.137	0.01017
11.138	0.01073
11.139	0.01129
11.140	0.01185
11.141	0.01241
11.142	0.01296
11.143	0.01350
11.144	0.01405
11.145	0.01459
11.146	0.01513
11.147	0.01565
11.148	0.01615
11.149	0.01663
11.150	0.01711
11.151	0.01756
11.152	0.01800
11.153	0.01842
11.154	0.01882
11.155	0.01919
11.156	0.01952
11.157	0.01984
11.158	0.02013
11.159	0.02041
11.160	0.02066
11.161	0.02090
11.162	0.02112
11.163	0.02132
11.164	0.02151
11.165	0.02167
11.166	0.02182
11.167	0.02197
11.168	0.02209
11.169	0.02221
11.170	0.02231
11.171	0.02240
11.172	0.02248
11.173	0.02254
11.174	0.02261
11.175	0.02267
11.176	0.02272
11.177	0.02276
11.178	0.02277
11.179	0.02274
11.180	0.02268
11.181	0.02260
11.182	0.02249
11.183	0.02234
11.184	0.02216
11.185	0.02193
11.186	0.02165
11.187	0.02132
11.188	0.02095
11.189	0.02053
11.190	0.02007
11.191	0.01957
11.192	0.01902
11.193	0.01840
11.194	0.01773
11.195	0.01702
11.196	0.01627
11.197	0.01550
11.198	0.01473
11.199	0.01394
11.200	0.01311
11.201	0.01226
11.202	0.01141
11.203	0.01057
11.204	0.00976
11.205	0.00900
11.206	0.00825
11.207	0.00751
11.208	0.00680
11.209	0.00613
11.210	0.00551
11.211	0.00495
11.212	0.00445
11.213	0.00400
11.214	0.00360
11.215	0.00324
11.216	0.00294
11.217	0.00268
11.218	0.00248
11.219	0.00235
11.220	0.00226
11.221	0.00222
11.222	0.00221
11.223	0.00223
11.224	0.00228
11.225	0.00237
11.226	0.00249
11.227	0.00265
11.228	0.00283
11.229	0.00302
11.230	0.00322
11.231	0.00345
11.232	0.00369
11.233	0.00396
11.234	0.00423
11.235	0.00450
11.236	0.00476
11.237	0.00502
11.238	0.00529
11.239	0.00556
11.240	0.00582
11.241	0.00606
11.242	0.00625
11.243	0.00641
11.244	0.00655
11.245	0.00666
11.246	0.00674
11.247	0.00678
11.248	0.00676
11.249	0.00668
11.250	0.00655
11.251	0.00636
11.252	0.00612
11.253	0.00584
11.254	0.00553
11.255	0.00519
11.256	0.00480
11.257	0.00433
11.258	0.00383
11.259	0.00333
11.260	0.00284
11.261	0.00241
11.262	0.00203
11.263	0.00164
11.264	0.00127
11.265	0.00094
11.266	0.00069
11.267	0.00053
11.268	0.00050
11.269	0.00057
11.270	0.00071
11.271	0.00095
11.272	0.00127
11.273	0.00169
11.274	0.00219
11.275	0.00282
11.276	0.00358
11.277	0.00443
11.278	0.00534
11.279	0.00628
11.280	0.00720
11.281	0.00812
11.282	0.00912
11.283	0.01015
11.284	0.01117
11.285	0.01214
11.286	0.01301
11.287	0.01374
11.288	0.01439
11.289	0.01497
11.290	0.01547
11.291	0.01587
11.292	0.01615
11.293	0.01628
11.294	0.01626
11.295	0.01609
11.296	0.01579
11.297	0.01539
11.298	0.01492
11.299	0.01438
11.300	0.01379
11.301	0.01309
11.302	0.01229
11.303	0.01143
11.304	0.01056
11.305	0.00970
11.306	0.00890
11.307	0.00809
11.308	0.00726
11.309	0.00644
11.310	0.00565
11.311	0.00493
11.312	0.00430
11.313	0.00376
11.314	0.00328
11.315	0.00287
11.316	0.00252
11.317	0.00224
11.318	0.00204
11.319	0.00192
11.320	0.00188
11.321	0.00193
11.322	0.00204
11.323	0.00222
11.324	0.00243
11.325	0.00269
11.326	0.00299
11.327	0.00335
11.328	0.00376
11.329	0.00421
11.330	0.00468
11.331	0.00516
11.332	0.00563
11.333	0.00614
11.334	0.00668
11.335	0.00723
11.336	0.00777
11.337	0.00829
11.338	0.00876
11.339	0.00922
11.340	0.00968
11.341	0.01011
11.342	0.01052
11.343	0.01088
11.344	0.01118
11.345	0.01142
11.346	0.01162
11.347	0.01177
11.348	0.01188
11.349	0.01193
11.350	0.01192
11.351	0.01185
11.352	0.01170
11.353	0.01148
11.354	0.01121
11.355	0.01089
11.356	0.01054
11.357	0.01016
11.358	0.00974
11.359	0.00926
11.360	0.00874
11.361	0.00820
11.362	0.00765
11.363	0.00710
11.364	0.00658
11.365	0.00605
11.366	0.00550
11.367	0.00496
11.368	0.00443
11.369	0.00394
11.370	0.00350
11.371	0.00310
11.372	0.00274
11.373	0.00241
11.374	0.00211
11.375	0.00185
11.376	0.00163
11.377	0.00145
11.378	0.00132
11.379	0.00123
11.380	0.00117
11.381	0.00115
11.382	0.00115
11.383	0.00117
11.384	0.00121
11.385	0.00129
11.386	0.00140
11.387	0.00153
11.388	0.00167
11.389	0.00181
11.390	0.00195
11.391	0.00210
11.392	0.00227
11.393	0.00244
11.394	0.00262
11.395	0.00281
11.396	0.00300
11.397	0.00321
11.398	0.00343
11.399	0.00366
11.400	0.00390
11.401	0.00413
11.402	0.00437
11.403	0.00460
11.404	0.00483
11.405	0.00507
11.406	0.00530
11.407	0.00553
11.408	0.00575
11.409	0.00596
11.410	0.00615
11.411	0.00635
11.412	0.00653
11.413	0.00670
11.414	0.00684
11.415	0.00696
11.416	0.00705
11.417	0.00710
11.418	0.00714
11.419	0.00714
11.420	0.00713
11.421	0.00708
11.422	0.00701
11.423	0.00691
11.424	0.00676
11.425	0.00659
11.426	0.00640
11.427	0.00621
11.428	0.00602
11.429	0.00584
11.430	0.00564
11.431	0.00543
11.432	0.00523
11.433	0.00504
11.434	0.00487
11.435	0.00473
11.436	0.00463
11.437	0.00456
11.438	0.00451
11.439	0.00448
11.440	0.00447
11.441	0.00449
11.442	0.00452
11.443	0.00459
11.444	0.00469
11.445	0.00481
11.446	0.00494
11.447	0.00506
11.448	0.00518
11.449	0.00528
11.450	0.00540
11.451	0.00552
11.452	0.00563
11.453	0.00572
11.454	0.00578
11.455	0.00579
11.456	0.00577
11.457	0.00572
11.458	0.00564
11.459	0.00555
11.460	0.00544
11.461	0.00533
11.462	0.00521
11.463	0.00505
11.464	0.00487
11.465	0.00470
11.466	0.00453
11.467	0.00440
11.468	0.00431
11.469	0.00425
11.470	0.00421
11.471	0.00419
11.472	0.00421
11.473	0.00427
11.474	0.00437
11.475	0.00453
11.476	0.00475
11.477	0.00502
11.478	0.00533
11.479	0.00566
11.480	0.00600
11.481	0.00632
11.482	0.00666
11.483	0.00704
11.484	0.00743
11.485	0.00781
11.486	0.00815
11.487	0.00843
11.488	0.00862
11.489	0.00876
11.490	0.00886
11.491	0.00890
11.492	0.00888
11.493	0.00878
11.494	0.00860
11.495	0.00831
11.496	0.00792
11.497	0.00744
11.498	0.00689
11.499	0.00629
11.500	0.00566
11.501	0.00501
11.502	0.00430
11.503	0.00351
11.504	0.00268
11.505	0.00184
11.506	0.00102
11.507	0.00026
11.508	-0.00042
11.509	-0.00111
11.510	-0.00177
11.511	-0.00240
11.512	-0.00296
11.513	-0.00343
11.514	-0.00379
11.515	-0.00402
11.516	-0.00417
11.517	-0.00422
11.518	-0.00419
11.519	-0.00408
11.520	-0.00389
11.521	-0.00362
11.522	-0.00323
11.523	-0.00275
11.524	-0.00219
11.525	-0.00157
11.526	-0.00092
11.527	-0.00027
11.528	0.00039
11.529	0.00111
11.530	0.00187
11.531	0.00265
11.532	0.00340
11.533	0.00412
11.534	0.00475
11.535	0.00533
11.536	0.00589
11.537	0.00641
11.538	0.00688
11.539	0.00728
11.540	0.00761
11.541	0.00783
11.542	0.00797
11.543	0.00802
11.544	0.00799
11.545	0.00791
11.546	0.00778
11.547	0.00762
11.548	0.00742
11.549	0.00713
11.550	0.00678
11.551	0.00639
11.552	0.00600
11.553	0.00564
11.554	0.00532
11.555	0.00503
11.556	0.00473
11.557	0.00444
11.558	0.00419
11.559	0.00398
11.560	0.00385
11.561	0.00381
11.562	0.00385
11.563	0.00396
11.564	0.00413
11.565	0.00435
11.566	0.00462
11.567	0.00495
11.568	0.00532
11.569	0.00579
11.570	0.00632
11.571	0.00689
11.572	0.00747
11.573	0.00804
11.574	0.00857
11.575	0.00908
11.576	0.00961
11.577	0.01014
11.578	0.01064
11.579	0.01108
11.580	0.01145
11.581	0.01171
11.582	0.01188
11.583	0.01198
11.584	0.01201
11.585	0.01197
11.586	0.01187
11.587	0.01171
11.588	0.01148
11.589	0.01115
11.590	0.01074
11.591	0.01028
11.592	0.00978
11.593	0.00927
11.594	0.00877
11.595	0.00829
11.596	0.00776
11.597	0.00722
11.598	0.00668
11.599	0.00617
11.600	0.00569
11.601	0.00529
11.602	0.00495
11.603	0.00465
11.604	0.00438
11.605	0.00416
11.606	0.00396
11.607	0.00379
11.608	0.00365
11.609	0.00356
11.610	0.00351
11.611	0.00350
11.612	0.00349
11.613	0.00347
11.614	0.00344
11.615	0.00337
11.616	0.00330
11.617	0.00323
11.618	0.00315
11.619	0.00304
11.620	0.00291
11.621	0.00273
11.622	0.00249
11.623	0.00221
11.624	0.00189
11.625	0.00154
11.626	0.00119
11.627	0.00084
11.628	0.00052
11.629	0.00018
11.630	-0.00018
11.631	-0.00054
11.632	-0.00088
11.633	-0.00118
11.634	-0.00141
11.635	-0.00157
11.636	-0.00168
11.637	-0.00174
11.638	-0.00175
11.639	-0.00171
11.640	-0.00159
11.641	-0.00140
11.642	-0.00112
11.643	-0.00075
11.644	-0.00030
11.645	0.00021
11.646	0.00078
11.647	0.00138
11.648	0.00200
11.649	0.00266
11.650	0.00339
11.651	0.00416
11.652	0.00496
11.653	0.00577
11.654	0.00656
11.655	0.00731
11.656	0.00805
11.657	0.00880
11.658	0.00955
11.659	0.01027
11.660	0.01095
11.661	0.01156
11.662	0.01209
11.663	0.01255
11.664	0.01298
11.665	0.01334
11.666	0.01364
11.667	0.01386
11.668	0.01400
11.669	0.01405
11.670	0.01401
11.671	0.01389
11.672	0.01370
11.673	0.01343
11.674	0.01308
11.675	0.01267
11.676	0.01218
11.677	0.01159
11.678	0.01092
11.679	0.01019
11.680	0.00940
11.681	0.00857
11.682	0.00772
11.683	0.00684
11.684	0.00588
11.685	0.00487
11.686	0.00384
11.687	0.00280
11.688	0.00179
11.689	0.00083
11.690	-0.00011
11.691	-0.00105
11.692	-0.00198
11.693	-0.00287
11.694	-0.00372
11.695	-0.00450
11.696	-0.00519
11.697	-0.00580
11.698	-0.00636
11.699	-0.00685
11.700	-0.00728
11.701	-0.00764
11.702	-0.00792
11.703	-0.00812
11.704	-0.00824
11.705	-0.00827
11.706	-0.00822
11.707	-0.00812
11.708	-0.00795
11.709	-0.00775
11.710	-0.00750
11.711	-0.00719
11.712	-0.00682
11.713	-0.00640
11.714	-0.00595
11.715	-0.00546
11.716	-0.00496
11.717	-0.00444
11.718	-0.00389
11.719	-0.00331
11.720	-0.00271
11.721	-0.00208
11.722	-0.00145
11.723	-0.00081
11.724	-0.00016
11.725	0.00051
11.726	0.00119
11.727	0.00188
11.728	0.00258
11.729	0.00327
11.730	0.00394
11.731	0.00461
11.732	0.00529
11.733	0.00597
11.734	0.00664
11.735	0.00729
11.736	0.00790
11.737	0.00846
11.738	0.00899
11.739	0.00949
11.740	0.00997
11.741	0.01040
11.742	0.01079
11.743	0.01112
11.744	0.01138
11.745	0.01156
11.746	0.01169
11.747	0.01175
11.748	0.01177
11.749	0.01174
11.750	0.01167
11.751	0.01157
11.752	0.01142
11.753	0.01119
11.754	0.01092
11.755	0.01064
11.756	0.01035
11.757	0.01009
11.758	0.00988
11.759	0.00967
11.760	0.00946
11.761	0.00925
11.762	0.00908
11.763	0.00896
11.764	0.00891
11.765	0.00893
11.766	0.00903
11.767	0.00919
11.768	0.00940
11.769	0.00967
11.770	0.00998
11.771	0.01034
11.772	0.01074
11.773	0.01123
11.774	0.01179
11.775	0.01240
11.776	0.01303
11.777	0.01365
11.778	0.01424
11.779	0.01478
11.780	0.01534
11.781	0.01591
11.782	0.01646
11.783	0.01697
11.784	0.01741
11.785	0.01775
11.786	0.01798
11.787	0.01814
11.788	0.01822
11.789	0.01823
11.790	0.01815
11.791	0.01799
11.792	0.01772
11.793	0.01736
11.794	0.01687
11.795	0.01629
11.796	0.01562
11.797	0.01488
11.798	0.01408
11.799	0.01323
11.800	0.01234
11.801	0.01136
11.802	0.01030
11.803	0.00919
11.804	0.00805
11.805	0.00692
11.806	0.00581
11.807	0.00474
11.808	0.00364
11.809	0.00252
11.810	0.00141
11.811	0.00034
11.812	-0.00068
11.813	-0.00161
11.814	-0.00245
11.815	-0.00323
11.816	-0.00397
11.817	-0.00464
11.818	-0.00524
11.819	-0.00576
11.820	-0.00620
11.821	-0.00653
11.822	-0.00676
11.823	-0.00691
11.824	-0.00697
11.825	-0.00698
11.826	-0.00693
11.827	-0.00685
11.828	-0.00673
11.829	-0.00652
11.830	-0.00624
11.831	-0.00593
11.832	-0.00559
11.833	-0.00526
11.834	-0.00495
11.835	-0.00467
11.836	-0.00437
11.837	-0.00406
11.838	-0.00375
11.839	-0.00347
11.840	-0.00323
11.841	-0.00305
11.842	-0.00293
11.843	-0.00286
11.844	-0.00283
11.845	-0.00284
11.846	-0.00288
11.847	-0.00296
11.848	-0.00306
11.849	-0.00320
11.850	-0.00339
11.851	-0.00363
11.852	-0.00390
11.853	-0.00417
11.854	-0.00443
11.855	-0.00467
11.856	-0.00487
11.857	-0.00508
11.858	-0.00529
11.859	-0.00548
11.860	-0.00565
11.861	-0.00578
11.862	-0.00585
11.863	-0.00587
11.864	-0.00583
11.865	-0.00575
11.866	-0.00563
11.867	-0.00547
11.868	-0.00529
11.869	-0.00508
11.870	-0.00484
11.871	-0.00455
11.872	-0.00422
11.873	-0.00386
11.874	-0.00349
11.875	-0.00313
11.876	-0.00280
11.877	-0.00249
11.878	-0.00219
11.879	-0.00188
11.880	-0.00159
11.881	-0.00131
11.882	-0.00107
11.883	-0.00087
11.884	-0.00073
11.885	-0.00062
11.886	-0.00056
11.887	-0.00053
11.888	-0.00052
11.889	-0.00054
11.890	-0.00057
11.891	-0.00062
11.892	-0.00071
11.893	-0.00083
11.894	-0.00097
11.895	-0.00112
11.896	-0.00125
11.897	-0.00136
11.898	-0.00142
11.899	-0.00148
11.900	-0.00153
11.901	-0.00156
11.902	-0.00157
11.903	-0.00153
11.904	-0.00144
11.905	-0.00129
11.906	-0.00109
11.907	-0.00084
11.908	-0.00054
11.909	-0.00020
11.910	0.00018
11.911	0.00061
11.912	0.00107
11.913	0.00160
11.914	0.00219
11.915	0.00283
11.916	0.00350
11.917	0.00418
11.918	0.00487
11.919	0.00554
11.920	0.00623
11.921	0.00695
11.922	0.00769
11.923	0.00843
11.924	0.00913
11.925	0.00979
11.926	0.01039
11.927	0.01093
11.928	0.01144
11.929	0.01192
11.930	0.01235
11.931	0.01272
11.932	0.01302
11.933	0.01325
11.934	0.01339
11.935	0.01347
11.936	0.01348
11.937	0.01343
11.938	0.01331
11.939	0.01313
11.940	0.01289
11.941	0.01258
11.942	0.01219
11.943	0.01173
11.944	0.01121
11.945	0.01064
11.946	0.01005
11.947	0.00944
11.948	0.00882
11.949	0.00815
11.950	0.00743
11.951	0.00669
11.952	0.00594
11.953	0.00520
11.954	0.00447
11.955	0.00379
11.956	0.00310
11.957	0.00241
11.958	0.00173
11.959	0.00107
11.960	0.00044
11.961	-0.00015
11.962	-0.00070
11.963	-0.00121
11.964	-0.00169
11.965	-0.00215
11.966	-0.00257
11.967	-0.00295
11.968	-0.00330
11.969	-0.00361
11.970	-0.00388
11.971	-0.00411
11.972	-0.00430
11.973	-0.00446
11.974	-0.00459
11.975	-0.00469
11.976	-0.00477
11.977	-0.00481
11.978	-0.00483
11.979	-0.00482
11.980	-0.00478
11.981	-0.00471
11.982	-0.00462
11.983	-0.00451
11.984	-0.00437
11.985	-0.00421
11.986	-0.00401
11.987	-0.00379
11.988	-0.00355
11.989	-0.00330
11.990	-0.00302
11.991	-0.00273
11.992	-0.00241
11.993	-0.00207
11.994	-0.00171
11.995	-0.00134
11.996	-0.00096
11.997	-0.00060
11.998	-0.00024
11.999	0.00014
12.000	0.00053
12.001	0.00093
12.002	0.00130
12.003	0.00166
12.004	0.00196
12.005	0.00222
12.006	0.00244
12.007	0.00265
12.008	0.00282
12.009	0.00295
12.010	0.00303
12.011	0.00303
12.012	0.00296
12.013	0.00280
12.014	0.00259
12.015	0.00230
12.016	0.00196
12.017	0.00155
12.018	0.00108
12.019	0.00056
12.020	-0.00004
12.021	-0.00073
12.022	-0.00149
12.023	-0.00231
12.024	-0.00316
12.025	-0.00402
12.026	-0.00487
12.027	-0.00570
12.028	-0.00659
12.029	-0.00750
12.030	-0.00843
12.031	-0.00933
12.032	-0.01019
12.033	-0.01096
12.034	-0.01164
12.035	-0.01227
12.036	-0.01285
12.037	-0.01338
12.038	-0.01384
12.039	-0.01422
12.040	-0.01450
12.041	-0.01467
12.042	-0.01473
12.043	-0.01468
12.044	-0.01454
12.045	-0.01431
12.046	-0.01402
12.047	-0.01366
12.048	-0.01325
12.049	-0.01276
12.050	-0.01218
12.051	-0.01152
12.052	-0.01080
12.053	-0.01005
12.054	-0.00929
12.055	-0.00855
12.056	-0.00784
12.057	-0.00710
12.058	-0.00633
12.059	-0.00557
12.060	-0.00481
12.061	-0.00408
12.062	-0.00340
12.063	-0.00277
12.064	-0.00218
12.065	-0.00163
12.066	-0.00111
12.067	-0.00062
12.068	-0.00015
12.069	0.00030
12.070	0.00074
12.071	0.00114
12.072	0.00150
12.073	0.00184
12.074	0.00216
12.075	0.00249
12.076	0.00283
12.077	0.00322
12.078	0.00363
12.079	0.00405
12.080	0.00448
12.081	0.00493
12.082	0.00541
12.083	0.00593
12.084	0.00652
12.085	0.00716
12.086	0.00786
12.087	0.00861
12.088	0.00941
12.089	0.01025
12.090	0.01113
12.091	0.01205
12.092	0.01300
12.093	0.01400
12.094	0.01507
12.095	0.01619
12.096	0.01733
12.097	0.01848
12.098	0.01963
12.099	0.02075
12.100	0.02185
12.101	0.02299
12.102	0.02413
12.103	0.02526
12.104	0.02636
12.105	0.02742
12.106	0.02842
12.107	0.02934
12.108	0.03023
12.109	0.03108
12.110	0.03188
12.111	0.03262
12.112	0.03330
12.113	0.03388
12.114	0.03437
12.115	0.03476
12.116	0.03508
12.117	0.03531
12.118	0.03547
12.119	0.03555
12.120	0.03556
12.121	0.03550
12.122	0.03535
12.123	0.03511
12.124	0.03478
12.125	0.03439
12.126	0.03393
12.127	0.03344
12.128	0.03292
12.129	0.03237
12.130	0.03176
12.131	0.03108
12.132	0.03036
12.133	0.02962
12.134	0.02889
12.135	0.02818
12.136	0.02751
12.137	0.02687
12.138	0.02622
12.139	0.02558
12.140	0.02496
12.141	0.02437
12.142	0.02383
12.143	0.02335
12.144	0.02294
12.145	0.02258
12.146	0.02228
12.147	0.02202
12.148	0.02180
12.149	0.02160
12.150	0.02141
12.151	0.02124
12.152	0.02111
12.153	0.02103
12.154	0.02098
12.155	0.02093
12.156	0.02086
12.157	0.02076
12.158	0.02059
12.159	0.02037
12.160	0.02015
12.161	0.01991
12.162	0.01962
12.163	0.01928
12.164	0.01888
12.165	0.01839
12.166	0.01781
12.167	0.01715
12.168	0.01640
12.169	0.01559
12.170	0.01473
12.171	0.01382
12.172	0.01287
12.173	0.01190
12.174	0.01085
12.175	0.00972
12.176	0.00854
12.177	0.00734
12.178	0.00614
12.179	0.00499
12.180	0.00390
12.181	0.00287
12.182	0.00184
12.183	0.00081
12.184	-0.00017
12.185	-0.00109
12.186	-0.00192
12.187	-0.00264
12.188	-0.00322
12.189	-0.00369
12.190	-0.00408
12.191	-0.00437
12.192	-0.00456
12.193	-0.00465
12.194	-0.00464
12.195	-0.00453
12.196	-0.00429
12.197	-0.00393
12.198	-0.00346
12.199	-0.00290
12.200	-0.00225
12.201	-0.00154
12.202	-0.00078
12.203	0.00003
12.204	0.00093
12.205	0.00191
12.206	0.00296
12.207	0.00406
12.208	0.00517
12.209	0.00629
12.210	0.00738
12.211	0.00847
12.212	0.00960
12.213	0.01074
12.214	0.01188
12.215	0.01301
12.216	0.01411
12.217	0.01517
12.218	0.01616
12.219	0.01714
12.220	0.01810
12.221	0.01903
12.222	0.01992
12.223	0.02075
12.224	0.02153
12.225	0.02224
12.226	0.02289
12.227	0.02349
12.228	0.02405
12.229	0.02454
12.230	0.02497
12.231	0.02533
12.232	0.02561
12.233	0.02581
12.234	0.02593
12.235	0.02598
12.236	0.02595
12.237	0.02586
12.238	0.02571
12.239	0.02549
12.240	0.02522
12.241	0.02486
12.242	0.02442
12.243	0.02392
12.244	0.02335
12.245	0.02275
12.246	0.02213
12.247	0.02149
12.248	0.02085
12.249	0.02015
12.250	0.01940
12.251	0.01863
12.252	0.01786
12.253	0.01711
12.254	0.01641
12.255	0.01577
12.256	0.01517
12.257	0.01457
12.258	0.01401
12.259	0.01348
12.260	0.01300
12.261	0.01260
12.262	0.01227
12.263	0.01203
12.264	0.01187
12.265	0.01177
12.266	0.01174
12.267	0.01177
12.268	0.01187
12.269	0.01202
12.270	0.01222
12.271	0.01251
12.272	0.01287
12.273	0.01331
12.274	0.01380
12.275	0.01431
12.276	0.01484
12.277	0.01536
12.278	0.01586
12.279	0.01641
12.280	0.01699
12.281	0.01758
12.282	0.01816
12.283	0.01871
12.284	0.01921
12.285	0.01964
12.286	0.02002
12.287	0.02037
12.288	0.02069
12.289	0.02097
12.290	0.02119
12.291	0.02135
12.292	0.02143
12.293	0.02142
12.294	0.02134
12.295	0.02118
12.296	0.02096
12.297	0.02068
12.298	0.02034
12.299	0.01996
12.300	0.01953
12.301	0.01906
12.302	0.01851
12.303	0.01790
12.304	0.01725
12.305	0.01657
12.306	0.01587
12.307	0.01517
12.308	0.01447
12.309	0.01375
12.310	0.01301
12.311	0.01224
12.312	0.01147
12.313	0.01070
12.314	0.00994
12.315	0.00921
12.316	0.00849
12.317	0.00779
12.318	0.00709
12.319	0.00640
12.320	0.00573
12.321	0.00506
12.322	0.00440
12.323	0.00375
12.324	0.00311
12.325	0.00248
12.326	0.00187
12.327	0.00126
12.328	0.00066
12.329	0.00006
12.330	-0.00054
12.331	-0.00114
12.332	-0.00174
12.333	-0.00233
12.334	-0.00293
12.335	-0.00352
12.336	-0.00409
12.337	-0.00466
12.338	-0.00521
12.339	-0.00576
12.340	-0.00630
12.341	-0.00685
12.342	-0.00738
12.343	-0.00788
12.344	-0.00836
12.345	-0.00879
12.346	-0.00918
12.347	-0.00954
12.348	-0.00988
12.349	-0.01018
12.350	-0.01045
12.351	-0.01068
12.352	-0.01086
12.353	-0.01099
12.354	-0.01106
12.355	-0.01108
12.356	-0.01104
12.357	-0.01096
12.358	-0.01085
12.359	-0.01070
12.360	-0.01053
12.361	-0.01034
12.362	-0.01011
12.363	-0.00983
12.364	-0.00952
12.365	-0.00918
12.366	-0.00884
12.367	-0.00850
12.368	-0.00817
12.369	-0.00786
12.370	-0.00755
12.371	-0.00724
12.372	-0.00694
12.373	-0.00663
12.374	-0.00635
12.375	-0.00607
12.376	-0.00582
12.377	-0.00560
12.378	-0.00541
12.379	-0.00523
12.380	-0.00507
12.381	-0.00492
12.382	-0.00477
12.383	-0.00462
12.384	-0.00447
12.385	-0.00431
12.386	-0.00417
12.387	-0.00403
12.388	-0.00388
12.389	-0.00373
12.390	-0.00357
12.391	-0.00338
12.392	-0.00317
12.393	-0.00294
12.394	-0.00268
12.395	-0.00241
12.396	-0.00213
12.397	-0.00185
12.398	-0.00156
12.399	-0.00129
12.400	-0.00101
12.401	-0.00071
12.402	-0.00039
12.403	-0.00008
12.404	0.00021
12.405	0.00049
12.406	0.00072
12.407	0.00091
12.408	0.00107
12.409	0.00121
12.410	0.00133
12.411	0.00141
12.412	0.00145
12.413	0.00145
