999.5		-0.003623759
999		0.001471073
998.5		-0.000188508
998		0.000654483
997.5		-0.000679838
997		-0.001016245
996.5		-0.003395974
996		0.001655143
995.5		0.000332036
995		-0.002754992
994.5		-0.000891298
994		0.001904708
993.5		-0.000383679
993		-0.00025651
992.5		0.000704345
992		0.00065216
991.5		0.000194711
991		0.000148678
990.5		0.000121017
990		0.000652805
989.5		0.002481311
989		-0.000419811
988.5		-0.001436226
988		0.005605558
987.5		0.00369184
987		6.65E-05
986.5		0.001634996
986		0.001625006
985.5		0.000713628
985		0.00636448
984.5		0.000507562
984		0.000661284
983.5		0.001855818
983		0.003865225
982.5		-0.001788321
982		0.004360104
981.5		0.003136715
981		0.003179208
980.5		0.002322557
980		0.001701127
979.5		0.00126509
979		0.003069493
978.5		0.00156841
978		0.003830649
977.5		0.00749597
977		0.00407949
976.5		0.002389321
976		0.002531983
975.5		0.005864797
975		0.005807925
974.5		0.003291495
974		0.006703092
973.5		0.005722155
973		0.004748306
972.5		0.008214097
972		0.009198565
971.5		0.003576805
971		0.006881985
970.5		0.00738217
970		0.009702142
969.5		0.006228568
969		0.006518492
968.5		0.009205976
968		0.006681918
967.5		0.009736842
967		0.008112165
966.5		0.010534277
966		0.008535645
965.5		0.007195881
965		0.012332604
964.5		0.006797048
964		0.011369183
963.5		0.015103796
963		0.014724003
962.5		0.005642874
962		0.011369999
961.5		0.012319496
961		0.014595726
960.5		0.007849094
960		0.013472671
959.5		0.014959267
959		0.013342577
958.5		0.011603197
958		0.01153648
957.5		0.017289203
957		0.015870528
956.5		0.014613613
956		0.014685851
955.5		0.017246334
955		0.015756302
954.5		0.016308084
954		0.018558891
953.5		0.015815962
953		0.01630697
952.5		0.020961249
952		0.017199157
951.5		0.019151524
951		0.019439675
950.5		0.021547407
950		0.024246201
949.5		0.019668045
949		0.024291232
948.5		0.023052473
948		0.022577152
947.5		0.026162816
947		0.021578964
946.5		0.020730412
946		0.027327167
945.5		0.027968703
945		0.023645718
944.5		0.030039379
944		0.028869873
943.5		0.02826054
943		0.029946288
942.5		0.028365659
942		0.034205385
941.5		0.030016838
941		0.028845411
