  log t (yr) = 7.6
--------------------------------------------------------------------------------
 m      Teff     g    log L   Mv     Mr     Mi     Mj     Mh     Mk     Ml'     Mm
--------------------------------------------------------------------------------
 0.020 1966.  4.416  -3.56  21.26  18.74  15.86  11.37  10.64  10.23   9.23   9.79
 0.030 2317.  4.550  -3.23  18.49  16.71  14.17  10.56   9.92   9.52   8.78   9.20
 0.040 2566.  4.600  -2.98  16.59  15.12  12.92  10.00   9.38   9.01   8.41   8.71
 0.050 2721.  4.620  -2.80  15.46  14.12  12.12   9.60   9.00   8.65   8.12   8.36
 0.055 2778.  4.626  -2.73  15.06  13.75  11.83   9.44   8.84   8.50   7.99   8.21
 0.060 2825.  4.630  -2.66  14.73  13.45  11.58   9.30   8.70   8.36   7.88   8.09
 0.070 2897.  4.643  -2.57  14.23  13.00  11.21   9.08   8.49   8.16   7.70   7.89
 0.072 2913.  4.645  -2.55  14.12  12.90  11.14   9.04   8.44   8.11   7.66   7.85
 0.075 2936.  4.652  -2.52  13.98  12.77  11.04   8.99   8.39   8.07   7.62   7.80
 0.080 2975.  4.653  -2.47  13.72  12.54  10.86   8.88   8.29   7.96   7.53   7.70
 0.090 3030.  4.654  -2.39  13.36  12.20  10.58   8.69   8.10   7.79   7.38   7.53
 0.100 3070.  4.653  -2.32  13.08  11.94  10.36   8.53   7.94   7.63   7.24   7.38
 0.110 3105.  4.651  -2.26  12.83  11.71  10.17   8.39   7.80   7.49   7.11   7.25
 0.130 3164.  4.649  -2.15  12.42  11.34   9.84   8.14   7.55   7.25   6.89   7.02
 0.150 3214.  4.644  -2.06  12.08  11.02   9.57   7.91   7.33   7.04   6.69   6.82
 0.175 3262.  4.637  -1.96  11.74  10.70   9.28   7.68   7.09   6.81   6.48   6.61
 0.200 3301.  4.630  -1.87  11.45  10.43   9.04   7.47   6.89   6.61   6.30   6.43
 0.250 3360.  4.622  -1.73  11.01  10.02   8.67   7.15   6.57   6.30   6.00   6.13
 0.300 3414.  4.615  -1.62  10.64   9.67   8.35   6.88   6.30   6.04   5.76   5.89
 0.350 3455.  4.606  -1.52  10.33   9.39   8.09   6.65   6.06   5.81   5.55   5.68
 0.400 3495.  4.603  -1.44  10.07   9.14   7.86   6.46   5.87   5.63   5.38   5.51
 0.450 3529.  4.594  -1.37   9.84   8.91   7.66   6.28   5.69   5.45   5.21   5.35
 0.500 3568.  4.585  -1.29   9.60   8.69   7.46   6.10   5.51   5.28   5.06   5.20
 0.570 3642.  4.570  -1.18   9.23   8.35   7.16   5.86   5.25   5.04   4.84   4.99
 0.600 3681.  4.563  -1.14   9.06   8.19   7.03   5.75   5.13   4.93   4.75   4.90
 0.620 3710.  4.556  -1.10   8.94   8.07   6.93   5.67   5.05   4.85   4.68   4.84
 0.700 3869.  4.524  -0.94   8.37   7.54   6.50   5.32   4.66   4.51   4.41   4.58
 0.750 3996.  4.495  -0.83   7.92   7.12   6.19   5.07   4.40   4.27   4.21   4.40
 0.800 4203.  4.465  -0.68   7.29   6.53   5.76   4.77   4.14   4.04   4.00   4.19
 0.850 4468.  4.432  -0.52   6.59   5.88   5.31   4.46   3.89   3.81   3.79   3.96
 0.900 4764.  4.387  -0.34   5.92   5.30   4.83   4.11   3.62   3.56   3.54   3.70
 0.950 5126.  4.356  -0.15   5.29   4.78   4.37   3.76   3.37   3.32   3.31   3.43
 1.000 5308.  4.400  -0.12   5.14   4.66   4.28   3.73   3.37   3.32   3.32   3.43
 1.050 5406.  4.420  -0.08   5.02   4.57   4.20   3.68   3.34   3.30   3.30   3.40
 1.100 5523.  4.395   0.00   4.79   4.36   4.01   3.51   3.20   3.16   3.16   3.26
 1.150 5638.  4.363   0.09   4.55   4.14   3.80   3.34   3.04   3.00   3.01   3.10
 1.200 5766.  4.331   0.18   4.31   3.92   3.59   3.16   2.88   2.85   2.86   2.93
 1.300 6143.  4.277   0.37   3.77   3.44   3.16   2.79   2.57   2.54   2.56   2.62
 1.400 6622.  4.276   0.54   3.33   3.06   2.83   2.55   2.38   2.36   2.39   2.42
