  log t (yr) = 7.2
--------------------------------------------------------------------------------
 m      Teff     g    log L   Mv     Mr     Mi     Mj     Mh     Mk     Ml'     Mm
--------------------------------------------------------------------------------
 0.020 2438.  4.065  -2.83  16.85  15.31  12.96   9.61   8.99   8.57   7.92   8.24
 0.030 2570.  4.283  -2.78  16.07  14.65  12.47   9.52   8.91   8.52   7.93   8.21
 0.040 2713.  4.327  -2.61  15.02  13.68  11.70   9.13   8.53   8.16   7.63   7.86
 0.050 2811.  4.343  -2.46  14.29  13.02  11.14   8.80   8.20   7.85   7.36   7.56
 0.055 2846.  4.348  -2.41  14.02  12.77  10.94   8.67   8.07   7.72   7.25   7.44
 0.060 2878.  4.351  -2.35  13.78  12.55  10.75   8.54   7.95   7.60   7.14   7.33
 0.070 2959.  4.367  -2.25  13.25  12.06  10.37   8.33   7.73   7.40   6.97   7.13
 0.072 2976.  4.368  -2.23  13.13  11.95  10.29   8.28   7.69   7.35   6.93   7.09
 0.075 3001.  4.371  -2.20  12.98  11.81  10.17   8.22   7.62   7.29   6.88   7.03
 0.080 3021.  4.372  -2.16  12.83  11.67  10.06   8.13   7.53   7.21   6.80   6.94
 0.090 3058.  4.371  -2.09  12.56  11.42   9.84   7.96   7.36   7.04   6.65   6.79
 0.100 3092.  4.370  -2.02  12.31  11.19   9.63   7.80   7.21   6.89   6.51   6.65
 0.110 3120.  4.368  -1.97  12.10  11.00   9.46   7.66   7.07   6.75   6.38   6.52
 0.130 3164.  4.364  -1.86  11.76  10.68   9.17   7.42   6.83   6.52   6.17   6.30
 0.150 3200.  4.357  -1.78  11.47  10.40   8.92   7.21   6.61   6.32   5.97   6.11
 0.175 3234.  4.350  -1.68  11.18  10.13   8.67   6.98   6.39   6.10   5.77   5.91
 0.200 3267.  4.343  -1.60  10.91   9.88   8.44   6.78   6.19   5.90   5.59   5.73
 0.250 3323.  4.338  -1.47  10.50   9.49   8.08   6.47   5.87   5.60   5.30   5.44
 0.300 3364.  4.329  -1.36  10.17   9.18   7.78   6.21   5.60   5.34   5.06   5.20
 0.350 3408.  4.328  -1.27   9.87   8.90   7.53   5.99   5.38   5.13   4.87   5.01
 0.400 3455.  4.329  -1.19   9.61   8.66   7.31   5.80   5.18   4.94   4.70   4.85
 0.450 3505.  4.327  -1.11   9.34   8.41   7.09   5.62   4.99   4.76   4.54   4.70
 0.500 3553.  4.328  -1.04   9.11   8.20   6.90   5.46   4.83   4.61   4.41   4.57
 0.570 3619.  4.327  -0.95   8.80   7.91   6.65   5.26   4.61   4.40   4.23   4.40
 0.600 3648.  4.328  -0.92   8.68   7.80   6.55   5.18   4.52   4.33   4.17   4.34
 0.620 3665.  4.328  -0.89   8.59   7.72   6.49   5.12   4.46   4.28   4.12   4.30
 0.700 3738.  4.322  -0.80   8.27   7.42   6.23   4.91   4.24   4.07   3.94   4.13
 0.750 3784.  4.320  -0.75   8.07   7.24   6.09   4.79   4.11   3.95   3.85   4.04
 0.800 3832.  4.312  -0.69   7.86   7.05   5.92   4.66   3.98   3.83   3.74   3.93
 0.850 3886.  4.307  -0.63   7.65   6.85   5.77   4.53   3.85   3.71   3.64   3.84
 0.900 3963.  4.301  -0.57   7.35   6.56   5.57   4.40   3.72   3.60   3.54   3.73
 0.950 4048.  4.294  -0.50   7.04   6.26   5.37   4.27   3.60   3.48   3.43   3.63
 1.000 4143.  4.286  -0.43   6.73   5.97   5.16   4.13   3.48   3.37   3.33   3.53
 1.050 4248.  4.272  -0.35   6.40   5.65   4.93   3.97   3.35   3.25   3.22   3.41
 1.100 4375.  4.255  -0.27   6.04   5.31   4.69   3.80   3.21   3.12   3.09   3.28
 1.150 4515.  4.231  -0.17   5.67   4.98   4.43   3.60   3.05   2.97   2.95   3.13
 1.200 4691.  4.198  -0.05   5.24   4.61   4.12   3.36   2.85   2.79   2.77   2.94
 1.300 5111.  4.090   0.24   4.30   3.79   3.38   2.77   2.37   2.32   2.31   2.43
 1.400 5733.  3.957   0.61   3.23   2.84   2.52   2.07   1.79   1.76   1.76   1.85
