  log t (yr) = 8.6
--------------------------------------------------------------------------------
 m      Teff     g    log L   Mv     Mr     Mi     Mj     Mh     Mk     Ml'     Mm
--------------------------------------------------------------------------------
 0.050 1923.  5.098  -3.88  22.21  19.44  16.57  12.16  11.42  11.20  10.04  10.60
 0.055 2050.  5.135  -3.76  21.26  18.79  16.00  11.87  11.15  10.90   9.88  10.42
 0.060 2176.  5.162  -3.65  20.32  18.12  15.43  11.58  10.89  10.63   9.72  10.22
 0.070 2396.  5.202  -3.45  18.71  16.90  14.44  11.13  10.48  10.18   9.45   9.87
 0.072 2439.  5.206  -3.41  18.39  16.65  14.24  11.05  10.39  10.10   9.40   9.80
 0.075 2500.  5.212  -3.36  17.96  16.29  13.96  10.93  10.28   9.98   9.32   9.69
 0.080 2582.  5.221  -3.29  17.39  15.81  13.58  10.76  10.13   9.83   9.21   9.55
 0.090 2730.  5.221  -3.14  16.36  14.93  12.90  10.45   9.82   9.52   8.98   9.26
 0.100 2845.  5.212  -3.01  15.58  14.25  12.37  10.17   9.56   9.26   8.77   9.01
 0.110 2934.  5.195  -2.90  14.97  13.72  11.95   9.93   9.32   9.03   8.58   8.78
 0.130 3057.  5.160  -2.72  14.13  12.97  11.34   9.53   8.93   8.64   8.23   8.41
 0.150 3150.  5.130  -2.58  13.51  12.40  10.88   9.20   8.61   8.32   7.95   8.10
 0.175 3234.  5.097  -2.43  12.93  11.87  10.44   8.86   8.29   8.00   7.66   7.79
 0.200 3290.  5.070  -2.32  12.52  11.50  10.11   8.59   8.02   7.74   7.41   7.54
 0.250 3373.  5.026  -2.13  11.91  10.92   9.61   8.16   7.59   7.32   7.02   7.14
 0.300 3437.  4.993  -1.99  11.44  10.48   9.21   7.81   7.25   6.99   6.71   6.83
 0.350 3479.  4.954  -1.86  11.06  10.12   8.88   7.51   6.94   6.69   6.42   6.54
 0.400 3529.  4.916  -1.74  10.69   9.77   8.55   7.22   6.65   6.41   6.16   6.28
 0.450 3589.  4.869  -1.61  10.30   9.39   8.21   6.92   6.35   6.11   5.88   6.01
 0.500 3656.  4.817  -1.48   9.89   9.01   7.87   6.61   6.03   5.81   5.61   5.74
 0.570 3801.  4.746  -1.29   9.24   8.39   7.34   6.17   5.56   5.37   5.22   5.37
 0.600 3886.  4.720  -1.20   8.93   8.10   7.11   5.97   5.35   5.19   5.07   5.23
 0.620 3949.  4.704  -1.14   8.71   7.89   6.95   5.85   5.21   5.06   4.97   5.13
 0.700 4213.  4.641  -0.91   7.84   7.08   6.33   5.36   4.73   4.63   4.59   4.77
 0.750 4419.  4.614  -0.77   7.28   6.55   5.95   5.08   4.50   4.41   4.39   4.57
 0.800 4602.  4.582  -0.64   6.80   6.12   5.60   4.82   4.28   4.21   4.20   4.36
 0.850 4773.  4.546  -0.52   6.37   5.75   5.28   4.56   4.07   4.01   4.00   4.15
 0.900 4951.  4.514  -0.40   5.97   5.41   4.97   4.31   3.87   3.82   3.81   3.94
 0.950 5127.  4.482  -0.28   5.61   5.09   4.68   4.08   3.68   3.63   3.63   3.74
 1.000 5293.  4.448  -0.17   5.27   4.80   4.41   3.86   3.49   3.45   3.45   3.56
 1.050 5444.  4.411  -0.06   4.96   4.52   4.15   3.64   3.31   3.27   3.27   3.37
 1.100 5591.  4.376   0.04   4.68   4.26   3.91   3.44   3.13   3.09   3.10   3.19
 1.150 5744.  4.343   0.14   4.40   4.01   3.69   3.24   2.96   2.93   2.94   3.02
 1.200 5905.  4.314   0.23   4.14   3.78   3.47   3.06   2.80   2.77   2.79   2.86
 1.300 6230.  4.271   0.41   3.69   3.36   3.09   2.75   2.53   2.51   2.53   2.58
 1.400 6621.  4.253   0.56   3.28   3.00   2.78   2.49   2.33   2.31   2.33   2.36
