  log t (yr) = 6.9
--------------------------------------------------------------------------------
 m      Teff     g    log L   Mv     Mr     Mi     Mj     Mh     Mk     Ml'     Mm
--------------------------------------------------------------------------------
 0.020 2496.  3.947  -2.67  16.17  14.70  12.43   9.22   8.62   8.20   7.58   7.86
 0.030 2672.  3.982  -2.41  14.72  13.37  11.34   8.63   8.03   7.64   7.10   7.32
 0.040 2761.  4.070  -2.32  14.14  12.84  10.91   8.42   7.83   7.46   6.95   7.15
 0.050 2831.  4.098  -2.21  13.61  12.35  10.50   8.16   7.56   7.21   6.73   6.92
 0.055 2859.  4.106  -2.16  13.39  12.15  10.33   8.04   7.45   7.10   6.63   6.82
 0.060 2885.  4.114  -2.11  13.19  11.97  10.17   7.94   7.34   6.99   6.54   6.72
 0.070 2973.  4.129  -2.01  12.62  11.44   9.77   7.71   7.12   6.78   6.36   6.51
 0.072 2993.  4.135  -1.99  12.51  11.33   9.69   7.68   7.08   6.75   6.33   6.48
 0.075 3008.  4.137  -1.96  12.40  11.23   9.61   7.62   7.02   6.69   6.28   6.43
 0.080 3026.  4.138  -1.93  12.27  11.11   9.49   7.53   6.93   6.61   6.20   6.35
 0.090 3058.  4.142  -1.86  12.03  10.89   9.30   7.38   6.78   6.46   6.07   6.21
 0.100 3085.  4.139  -1.80  11.81  10.68   9.11   7.22   6.63   6.31   5.93   6.07
 0.110 3108.  4.141  -1.75  11.63  10.51   8.96   7.10   6.50   6.19   5.81   5.96
 0.130 3146.  4.138  -1.65  11.32  10.22   8.69   6.87   6.26   5.96   5.60   5.75
 0.150 3183.  4.136  -1.56  11.03   9.96   8.45   6.67   6.06   5.76   5.42   5.57
 0.175 3217.  4.131  -1.47  10.75   9.69   8.20   6.45   5.84   5.55   5.22   5.37
 0.200 3244.  4.128  -1.40  10.52   9.47   7.99   6.26   5.65   5.37   5.05   5.20
 0.250 3296.  4.121  -1.27  10.11   9.09   7.63   5.95   5.33   5.06   4.77   4.91
 0.300 3343.  4.121  -1.16   9.79   8.79   7.35   5.70   5.07   4.81   4.54   4.69
 0.350 3396.  4.121  -1.07   9.48   8.50   7.08   5.48   4.84   4.59   4.34   4.50
 0.400 3451.  4.123  -0.98   9.20   8.25   6.85   5.28   4.63   4.40   4.18   4.34
 0.450 3503.  4.122  -0.91   8.95   8.01   6.64   5.10   4.43   4.22   4.02   4.20
 0.500 3554.  4.120  -0.83   8.70   7.79   6.44   4.93   4.25   4.05   3.88   4.06
 0.570 3612.  4.124  -0.75   8.43   7.54   6.21   4.74   4.04   3.86   3.72   3.91
 0.600 3636.  4.124  -0.72   8.31   7.43   6.12   4.66   3.96   3.78   3.65   3.85
 0.620 3651.  4.124  -0.70   8.24   7.36   6.06   4.61   3.91   3.73   3.61   3.80
 0.700 3707.  4.128  -0.62   7.97   7.12   5.85   4.44   3.73   3.57   3.46   3.66
 0.750 3745.  4.125  -0.57   7.78   6.95   5.71   4.32   3.61   3.46   3.36   3.57
 0.800 3782.  4.128  -0.53   7.62   6.80   5.58   4.23   3.51   3.37   3.29   3.50
 0.850 3819.  4.127  -0.49   7.45   6.64   5.46   4.13   3.42   3.28   3.20   3.42
 0.900 3860.  4.131  -0.45   7.28   6.49   5.34   4.04   3.33   3.20   3.14   3.35
 0.950 3897.  4.128  -0.40   7.11   6.33   5.21   3.94   3.24   3.11   3.05   3.27
 1.000 3971.  4.127  -0.35   6.80   6.02   5.02   3.84   3.15   3.03   2.98   3.19
 1.050 4036.  4.132  -0.30   6.57   5.79   4.88   3.77   3.09   2.97   2.92   3.12
 1.100 4092.  4.133  -0.26   6.37   5.61   4.75   3.68   3.02   2.90   2.86   3.06
 1.150 4149.  4.131  -0.21   6.18   5.42   4.62   3.59   2.94   2.83   2.79   2.99
 1.200 4206.  4.127  -0.17   5.98   5.22   4.48   3.49   2.86   2.75   2.72   2.92
 1.300 4338.  4.113  -0.07   5.57   4.84   4.20   3.29   2.68   2.59   2.56   2.76
 1.400 4501.  4.088   0.06   5.12   4.43   3.87   3.04   2.48   2.41   2.38   2.57
