  log t (yr) = 7.0
--------------------------------------------------------------------------------
 m      Teff     g    log L   Mv     Mr     Mi     Mj     Mh     Mk     Ml'     Mm
--------------------------------------------------------------------------------
 0.020 2489.  3.968  -2.70  16.26  14.79  12.50   9.29   8.68   8.26   7.64   7.93
 0.030 2641.  4.100  -2.55  15.19  13.82  11.75   8.97   8.37   7.98   7.42   7.66
 0.040 2749.  4.161  -2.42  14.42  13.11  11.17   8.66   8.07   7.70   7.19   7.40
 0.050 2826.  4.184  -2.30  13.84  12.58  10.72   8.38   7.79   7.43   6.95   7.14
 0.055 2856.  4.193  -2.24  13.61  12.37  10.54   8.27   7.67   7.32   6.85   7.04
 0.060 2883.  4.196  -2.19  13.39  12.16  10.37   8.14   7.55   7.20   6.75   6.93
 0.070 2968.  4.212  -2.09  12.84  11.66   9.98   7.93   7.33   6.99   6.57   6.73
 0.072 2987.  4.218  -2.08  12.73  11.55   9.90   7.89   7.30   6.96   6.54   6.69
 0.075 3006.  4.220  -2.05  12.60  11.43   9.81   7.83   7.24   6.90   6.49   6.64
 0.080 3025.  4.220  -2.01  12.46  11.31   9.69   7.74   7.15   6.82   6.41   6.56
 0.090 3059.  4.220  -1.94  12.21  11.07   9.48   7.57   6.98   6.65   6.26   6.41
 0.100 3090.  4.218  -1.87  11.97  10.85   9.29   7.42   6.82   6.50   6.12   6.27
 0.110 3112.  4.219  -1.82  11.79  10.68   9.13   7.29   6.69   6.38   6.01   6.15
 0.130 3149.  4.211  -1.72  11.47  10.38   8.85   7.05   6.45   6.14   5.79   5.93
 0.150 3186.  4.210  -1.64  11.19  10.11   8.61   6.85   6.25   5.95   5.61   5.75
 0.175 3222.  4.206  -1.55  10.90   9.84   8.36   6.63   6.03   5.74   5.41   5.55
 0.200 3251.  4.198  -1.46  10.65   9.61   8.14   6.44   5.83   5.54   5.23   5.37
 0.250 3303.  4.196  -1.34  10.25   9.23   7.79   6.13   5.52   5.25   4.95   5.10
 0.300 3345.  4.192  -1.23   9.93   8.93   7.50   5.88   5.26   5.00   4.72   4.87
 0.350 3396.  4.191  -1.14   9.62   8.65   7.24   5.66   5.03   4.78   4.52   4.68
 0.400 3451.  4.189  -1.05   9.34   8.38   7.00   5.45   4.81   4.57   4.34   4.51
 0.450 3503.  4.192  -0.98   9.08   8.15   6.79   5.28   4.62   4.40   4.20   4.37
 0.500 3555.  4.190  -0.90   8.84   7.92   6.59   5.11   4.44   4.23   4.05   4.23
 0.570 3619.  4.193  -0.82   8.54   7.66   6.35   4.91   4.23   4.04   3.89   4.07
 0.600 3645.  4.194  -0.78   8.42   7.55   6.26   4.83   4.15   3.97   3.83   4.01
 0.620 3660.  4.193  -0.76   8.35   7.48   6.20   4.78   4.09   3.92   3.78   3.97
 0.700 3719.  4.193  -0.68   8.06   7.22   5.97   4.59   3.90   3.73   3.62   3.82
 0.750 3758.  4.195  -0.64   7.89   7.05   5.84   4.49   3.79   3.64   3.54   3.74
 0.800 3795.  4.192  -0.59   7.71   6.89   5.71   4.38   3.68   3.53   3.44   3.65
 0.850 3839.  4.192  -0.54   7.53   6.72   5.57   4.28   3.58   3.44   3.36   3.57
 0.900 3882.  4.191  -0.50   7.35   6.56   5.44   4.18   3.48   3.35   3.28   3.49
 0.950 3939.  4.188  -0.44   7.10   6.32   5.28   4.07   3.38   3.26   3.20   3.40
 1.000 4011.  4.187  -0.39   6.82   6.04   5.10   3.97   3.29   3.17   3.12   3.32
 1.050 4075.  4.187  -0.34   6.60   5.83   4.96   3.87   3.21   3.10   3.05   3.25
 1.100 4142.  4.184  -0.29   6.37   5.61   4.80   3.77   3.12   3.01   2.97   3.17
 1.150 4212.  4.178  -0.23   6.14   5.39   4.65   3.66   3.03   2.93   2.89   3.09
 1.200 4291.  4.169  -0.18   5.90   5.16   4.48   3.54   2.93   2.83   2.80   3.00
 1.300 4476.  4.142  -0.04   5.38   4.68   4.11   3.27   2.70   2.63   2.60   2.79
 1.400 4707.  4.096   0.13   4.79   4.17   3.68   2.93   2.43   2.37   2.35   2.52
