  log t (yr) = 8.4
--------------------------------------------------------------------------------
 m      Teff     g    log L   Mv     Mr     Mi     Mj     Mh     Mk     Ml'     Mm
--------------------------------------------------------------------------------
 0.040 1844.  4.954  -3.90  22.71  19.76  16.83  12.25  11.48  11.23  10.01  10.59
 0.050 2140.  5.030  -3.63  20.45  18.21  15.49  11.52  10.82  10.53   9.61  10.13
 0.055 2262.  5.060  -3.52  19.55  17.55  14.94  11.26  10.59  10.28   9.47   9.94
 0.060 2380.  5.080  -3.41  18.67  16.87  14.39  11.02  10.37  10.05   9.32   9.75
 0.070 2565.  5.111  -3.25  17.34  15.78  13.53  10.66  10.02   9.71   9.09   9.43
 0.072 2598.  5.114  -3.21  17.11  15.58  13.38  10.59   9.96   9.64   9.04   9.37
 0.075 2636.  5.124  -3.18  16.85  15.36  13.21  10.52   9.89   9.58   9.00   9.31
 0.080 2705.  5.129  -3.11  16.38  14.95  12.89  10.38   9.75   9.44   8.89   9.18
 0.090 2814.  5.136  -3.00  15.65  14.32  12.40  10.13   9.52   9.21   8.71   8.96
 0.100 2899.  5.139  -2.91  15.10  13.83  12.02   9.93   9.32   9.02   8.56   8.77
 0.110 2968.  5.134  -2.82  14.65  13.43  11.70   9.74   9.14   8.84   8.40   8.60
 0.130 3070.  5.120  -2.67  13.97  12.82  11.21   9.41   8.82   8.52   8.13   8.29
 0.150 3159.  5.102  -2.54  13.40  12.30  10.79   9.12   8.54   8.25   7.88   8.03
 0.175 3237.  5.079  -2.41  12.87  11.82  10.39   8.81   8.24   7.95   7.61   7.74
 0.200 3292.  5.057  -2.30  12.48  11.46  10.08   8.56   7.98   7.71   7.38   7.51
 0.250 3374.  5.019  -2.12  11.89  10.90   9.59   8.14   7.57   7.30   7.00   7.13
 0.300 3436.  4.989  -1.98  11.43  10.47   9.20   7.80   7.24   6.98   6.70   6.82
 0.350 3482.  4.960  -1.86  11.07  10.13   8.88   7.52   6.95   6.70   6.44   6.56
 0.400 3534.  4.922  -1.74  10.69   9.77   8.56   7.23   6.66   6.42   6.17   6.29
 0.450 3599.  4.875  -1.61  10.28   9.38   8.21   6.92   6.35   6.12   5.89   6.02
 0.500 3664.  4.821  -1.48   9.88   9.00   7.87   6.62   6.03   5.82   5.61   5.75
 0.570 3808.  4.749  -1.29   9.23   8.38   7.34   6.17   5.56   5.38   5.23   5.38
 0.600 3892.  4.723  -1.20   8.92   8.09   7.11   5.97   5.35   5.19   5.07   5.23
 0.620 3956.  4.708  -1.14   8.70   7.89   6.95   5.85   5.22   5.07   4.97   5.14
 0.700 4213.  4.644  -0.92   7.85   7.09   6.33   5.36   4.74   4.63   4.59   4.78
 0.750 4419.  4.616  -0.78   7.29   6.55   5.95   5.09   4.50   4.42   4.40   4.57
 0.800 4604.  4.585  -0.64   6.80   6.12   5.61   4.82   4.29   4.22   4.20   4.36
 0.850 4774.  4.549  -0.52   6.38   5.76   5.28   4.57   4.08   4.02   4.01   4.15
 0.900 4951.  4.517  -0.40   5.98   5.42   4.98   4.32   3.88   3.82   3.81   3.95
 0.950 5125.  4.484  -0.28   5.62   5.10   4.69   4.08   3.69   3.64   3.63   3.75
 1.000 5289.  4.452  -0.17   5.29   4.81   4.42   3.87   3.50   3.46   3.46   3.57
 1.050 5440.  4.416  -0.07   4.98   4.53   4.17   3.65   3.32   3.28   3.28   3.38
 1.100 5589.  4.380   0.03   4.69   4.27   3.93   3.45   3.14   3.10   3.11   3.20
 1.150 5739.  4.349   0.13   4.42   4.03   3.70   3.26   2.98   2.94   2.95   3.03
 1.200 5899.  4.320   0.23   4.16   3.80   3.49   3.08   2.82   2.79   2.80   2.87
 1.300 6232.  4.278   0.40   3.70   3.38   3.11   2.76   2.55   2.53   2.55   2.59
 1.400 6640.  4.266   0.55   3.30   3.02   2.80   2.52   2.36   2.34   2.36   2.39
