# col1          col2       
  107.52700043  0.45914099 
  107.81700134  0.45901799 
  108.10800171  0.45402899 
  108.40100098  0.45519999 
  108.69599915  0.45768601 
  108.99199677  0.45201299 
  109.29000092  0.44977799 
  109.58899689  0.450995   
  109.88999939  0.44514999 
  110.19300079  0.44295299 
  110.49700165  0.445748   
  110.8030014   0.441609   
  111.11100006  0.43860999 
  111.42099762  0.44206899 
  111.73200226  0.43767199 
  112.04499817  0.43332401 
  112.36000061  0.43609101 
  112.6760025   0.43265799 
  112.9940033   0.426907   
  113.31400299  0.42705801 
  113.63600159  0.422077   
  113.95999908  0.413699   
  114.28600311  0.41208801 
  114.61299896  0.40917501 
  114.94300079  0.401063   
  115.27400208  0.39728701 
  115.60700226  0.39353999 
  115.94200134  0.38430601 
  116.27899933  0.37917399 
  116.61799622  0.37625599 
  116.95899963  0.367713   
  117.30200195  0.361588   
  117.64700317  0.35832199 
  117.9940033   0.34884    
  118.34300232  0.340148   
  118.69400024  0.33493999 
  119.04799652  0.32430899 
  119.40299988  0.31322199 
  119.76000214  0.30562499 
  120.12000275  0.29358801 
  120.48200226  0.27990499 
  120.84600067  0.26900601 
  121.21199799  0.25519601 
  121.58100128  0.239686   
  121.9509964   0.226569   
  122.3239975   0.21142399 
  122.6989975   0.19412299 
  123.07700348  0.178874   
  123.45700073  0.16328    
  123.83899689  0.146036   
  124.22399902  0.130748   
  124.61100006  0.116502   
  125.0         0.101429   
  125.39199829  0.087673   
  125.78600311  0.0752222  
  126.18299866  0.0630799  
  126.58200073  0.052714   
  126.98400116  0.0439155  
  127.38899994  0.0355836  
  127.79599762  0.0284683  
  128.20500183  0.0227364  
  128.61700439  0.0176269  
  129.03199768  0.0135389  
  129.44999695  0.0107274  
  129.86999512  0.00872007 
  130.29299927  0.00730932 
  130.71899414  0.00653528 
  131.147995    0.00623437 
  131.57899475  0.00607881 
  132.01300049  0.00608448 
  132.44999695  0.00617388 
  132.88999939  0.00630913 
  133.33299255  0.00649564 
  133.77900696  0.00655158 
  134.22799683  0.0064134  
  134.67999268  0.00616954 
  135.13499451  0.00583824 
  135.59300232  0.00544316 
  136.05400085  0.00508928 
  136.51899719  0.00475427 
  136.98599243  0.00432618 
  137.45700073  0.00390367 
  137.9309845   0.00348306 
  138.40800476  0.00297993 
  138.88900757  0.00253829 
  139.3730011   0.0022366  
  139.86000061  0.00192585 
  140.35099792  0.00159185 
  140.84500122  0.0013164  
  141.34300232  0.00105967 
  141.84399414  8.3636E-4  
  142.34899902  6.717E-4   
  142.85699463  5.3865E-4  
  143.3690033   4.3019E-4  
  143.88499451  3.5439E-4  
  144.40400696  2.8647E-4  
  144.92799377  2.1861E-4  
  145.45500183  1.6899E-4  
  145.98500061  1.3475E-4  
  146.52000427  1.0513E-4  
  147.05900574  8.315E-5   
  147.60099792  6.48E-5    
  148.147995    4.721E-5   
  148.69900513  3.549E-5   
  149.2539978   2.9E-5     
  149.81300354  2.248E-5   
  150.37600708  1.724E-5   
  150.94299316  1.456E-5   
  151.51499939  1.193E-5   
  152.09100342  9.26E-6    
  152.67199707  7.79E-6    
  153.25700378  6.37E-6    
  153.84599304  4.84E-6    
  154.44000244  4.08E-6    
  155.03900146  3.3E-6     
  155.64199829  2.32E-6    
  156.25        1.9E-6     
  156.86300659  1.73E-6    
  157.47999573  1.35E-6    
  158.10299683  1.1E-6     
  158.72999573  9.5E-7     
  159.36300659  7.1E-7     
  160.0         5.7E-7     
  160.64300537  5.3E-7     
  161.28999329  3.9E-7     
  161.94299316  3.0E-7     
  162.602005    2.8E-7     
  163.26499939  2.2E-7     
  163.93400574  1.6E-7     
  164.60899353  1.6E-7     
