# col1           col2        
  129.03199768   0.301586    
  129.44999695   0.32426101  
  129.86999512   0.343256    
  130.29299927   0.367845    
  130.71899414   0.38862899  
  131.147995     0.403465    
  131.57899475   0.422941    
  132.01300049   0.437648    
  132.44999695   0.441607    
  132.88999939   0.448333    
  133.33299255   0.45416099  
  133.77900696   0.450629    
  134.22799683   0.45038     
  134.67999268   0.453477    
  135.13499451   0.45051     
  135.59300232   0.452333    
  136.05400085   0.463038    
  136.51899719   0.46823901  
  136.98599243   0.47392401  
  137.45700073   0.48886296  
  137.9309845    0.49674699  
  138.40800476   0.49892801  
  138.88900757   0.50808299  
  139.3730011    0.510638    
  139.86000061   0.50747198  
  140.35099792   0.51413298  
  140.84500122   0.517551    
  141.34300232   0.513237    
  141.84399414   0.51783597  
  142.34899902   0.52181     
  142.85699463   0.51714599  
  143.3690033    0.52002198  
  143.88499451   0.52456301  
  144.40400696   0.52024502  
  144.92799377   0.52157599  
  145.45500183   0.527749    
  145.98500061   0.52654999  
  146.52000427   0.52833998  
  147.05900574   0.53533798  
  147.60099792   0.53471202  
  148.147995     0.53520203  
  148.69900513   0.54342002  
  149.2539978    0.54350102  
  149.81300354   0.54052699  
  150.37600708   0.54661399  
  150.94299316   0.54665405  
  151.51499939   0.540914    
  152.09100342   0.54505998  
  152.67199707   0.54570198  
  153.25700378   0.53932905  
  153.84599304   0.54325902  
  154.44000244   0.546314    
  155.03900146   0.54056406  
  155.64199829   0.54274702  
  156.25         0.54467201  
  156.86300659   0.53633797  
  157.47999573   0.53563899  
  158.10299683   0.53807801  
  158.72999573   0.52959198  
  159.36300659   0.52424598  
  160.0          0.524885    
  160.64300537   0.51685399  
  161.28999329   0.509749    
  161.94299316   0.51086098  
  162.602005     0.50627798  
  163.26499939   0.49976504  
  163.93400574   0.50155997  
  164.60899353   0.49832201  
  165.28900146   0.48974499  
  165.9750061    0.48923299  
  166.66700745   0.48503301  
  167.36399841   0.47385001  
  168.06700134   0.47147304  
  168.77600098   0.47070104  
  169.49200439   0.46057999  
  170.21299744   0.457268    
  170.94000244   0.457957    
  171.67399597   0.45065799  
  172.41400146   0.449159    
  173.16000366   0.45230901  
  173.91299438   0.446053    
  174.67199707   0.442808    
  175.43899536   0.44540599  
  176.21099854   0.44092599  
  176.99099731   0.43827701  
  177.77799988   0.44116399  
  178.57099915   0.435159    
  179.37199402   0.42974699  
  180.17999268   0.43280104  
  180.99499512   0.43252504  
  181.81799316   0.43056101  
  182.647995     0.43665501  
  183.48599243   0.439237    
  184.33200073   0.43325201  
  185.18499756   0.43345299  
  186.04699707   0.43522099  
  186.91600037   0.43282199  
  187.79299927   0.434708    
  188.67900085   0.43583199  
  189.57299805   0.42870399  
  190.47599792   0.424391    
  191.38800049   0.42263001  
  192.30799866   0.415795    
  193.23699951   0.41019899  
  194.17500305   0.40483102  
  195.12199402   0.38942599  
  196.07800293   0.37482399  
  197.04400635   0.36730301  
  198.02000427   0.35567704  
  199.00500488   0.34236601  
  200.0          0.33300799  
  201.00500488   0.314394    
  202.02000427   0.294157    
  203.04600525   0.281663    
  204.08200073   0.26442     
  205.12800598   0.241459    
  206.18600464   0.22509301  
  207.2539978    0.206788    
  208.33299255   0.181573    
  209.42399597   0.164831    
  210.52600098   0.150374    
  211.63999939   0.135176    
  212.76600647   0.12154     
  213.90400696   0.107791    
  215.05400085   0.0935674   
  216.21600342   0.0824636   
  217.39100647   0.0728849   
  218.57899475   0.0633384   
  219.77999878   0.05541511  
  220.9940033    0.0483053   
  222.22200012   0.0416941   
  223.46400452   0.0369463   
  224.71899414   0.0329053   
  225.98899841   0.0283741   
  227.272995     0.0246204   
  228.57099915   0.0218736   
  229.88499451   0.0189894   
  231.21400452   0.0162381   
  232.55799866   0.014224    
  233.91799927   0.0124761   
  235.29400635   0.0110169   
  236.68600464   0.00981079  
  238.09500122   0.00872457  
  239.52099609   0.00768624  
  240.96400452   0.0069621   
  242.42399597   0.00621258  
  243.9019928    0.00530756  
  245.39900208   0.00483532  
  246.91400146   0.00441655  
  248.44700623   0.0038256   
  250.0          0.00342918  
  251.57200623   0.0031164   
  253.16499329   0.00277419  
  254.7769928    0.00250796  
  256.41000366   0.00230413  
  258.06500244   0.00206978  
  259.73999023   0.00185783  
  261.43798828   0.00168116  
  263.1579895    0.00145605  
  264.90100098   0.00126254  
  266.66699219   0.00112912  
  268.45599365   9.7359E-4   
  270.26998901   8.1336E-4   
  272.10900879   7.2127E-4   
  273.97299194   6.3252E-4   
  275.86196899   5.3691E-4   
  277.77801514   4.9024E-4   
  279.72000122   4.6033E-4   
  281.69000244   4.0433E-4   
  283.68798828   3.5774E-4   
  285.71398926   3.2542E-4   
  287.76998901   2.766E-4    
  289.85501099   2.229E-4    
  291.9710083    1.9509E-4   
  294.11801147   1.5704E-4   
  296.29598999   1.3147E-4   
  298.50698853   1.4975E-4   
  300.75201416   1.6336E-4   
  303.02999878   1.6067E-4   
  305.34399414   1.6665E-4   
  307.69198608   1.5507E-4   
  310.07800293   1.3104E-4   
  312.5          1.2973E-4   
  314.96099854   1.2624E-4   
  317.45999146   1.1063E-4   
  320.0          1.0814E-4   
  322.58099365   9.924E-5    
  325.20300293   7.561E-5    
  327.86898804   6.44E-5     
  330.57901001   5.624E-5    
  333.33297729   3.998E-5    
  336.13400269   3.856E-5    
  338.98300171   4.767E-5    
  341.88000488   4.666E-5    
  344.82800293   5.206E-5    
  347.82598877   7.109E-5    
  350.87701416   8.968E-5    
  353.98199463   1.0869E-4   
  357.14300537   1.2698E-4   
  360.35998535   1.1843E-4   
  363.63598633   9.183E-5    
  366.97198486   7.429E-5    
  370.36999512   4.79E-5     
  373.83200073   1.338E-5    
  377.35800171   2.05E-6     
  380.95199585   1.9E-6      
  384.61499023   1.83E-6     
  388.3500061    1.86E-6     
  392.15701294   1.854E-5    
  396.04000854   3.2E-5      
  400.0          5.233E-5    
  404.04000854   7.513E-5    
  408.16299438   7.992E-5    
  412.3710022    8.358E-5    
  416.66702271   8.986E-5    
  421.05300903   7.551E-5    
  425.53201294   6.299E-5    
  430.10800171   6.166E-5    
  434.7829895    4.208E-5    
  439.55999756   2.318E-5    
  444.44400024   2.425E-5    
  449.43798828   2.111E-5    
  454.54501343   2.848E-5    
  459.76998901   7.049E-5    
  465.11599731   1.0257E-4   
  470.5880127    1.1404E-4   
  476.19000244   1.57E-4     
  481.92800903   1.8081E-4   
  487.80499268   1.8421E-4   
  493.82699585   2.4523E-4   
  500.0          2.8281E-4   
